"sim","censoring","n","interpolate","extrapolate","alpha_tr","beta_tr","gamma_tr"
"118-200","Heavy",1000,"carry-forward","exponential",1.05785765101002,1.07472988865103,0.212092223889577
"114-1","Heavy",2000,"carry-forward","exponential",0.999835056804351,0.952835927394327,0.301732322312744
"114-2","Heavy",2000,"carry-forward","exponential",1.03473354981596,0.713371185080541,0.282061527490021
"114-3","Heavy",2000,"carry-forward","exponential",1.02810204691527,0.961375955653991,0.263645108900037
"114-4","Heavy",2000,"carry-forward","exponential",1.02741195910184,1.09895169062421,0.211279861742188
"114-5","Heavy",2000,"carry-forward","exponential",0.96562489289821,0.916663061657938,0.307793141205879
"114-6","Heavy",2000,"carry-forward","exponential",0.949464538725458,1.40939991212642,0.21102146082779
"114-7","Heavy",2000,"carry-forward","exponential",1.05144836572558,0.789810412236564,0.144495699454372
"114-8","Heavy",2000,"carry-forward","exponential",0.994992006650071,0.510891923726953,0.332011350005892
"114-9","Heavy",2000,"carry-forward","exponential",1.03774426662071,0.857651344371099,0.236186614147055
"114-10","Heavy",2000,"carry-forward","exponential",0.990121804029119,1.13365083412773,0.214603984663897
"114-11","Heavy",2000,"carry-forward","exponential",1.05776093318947,0.690502745474544,0.22059412006548
"114-12","Heavy",2000,"carry-forward","exponential",0.892365988586588,1.35614602863674,0.333909061477431
"114-13","Heavy",2000,"carry-forward","exponential",1.0391931875443,0.472247623997679,0.305147809956743
"114-14","Heavy",2000,"carry-forward","exponential",1.09995906721648,0.482617845736531,0.205039414427639
"114-15","Heavy",2000,"carry-forward","exponential",1.01019129424808,0.838295069241123,0.197633198105103
"114-16","Heavy",2000,"carry-forward","exponential",1.01893667553823,0.707877752681866,0.293596049038474
"114-17","Heavy",2000,"carry-forward","exponential",0.965170743689666,1.18745274659962,0.272767722999695
"114-18","Heavy",2000,"carry-forward","exponential",1.0470880685759,0.455609824523321,0.286806441883199
"114-19","Heavy",2000,"carry-forward","exponential",1.03233197112671,0.571849887294553,0.246307204378784
"114-20","Heavy",2000,"carry-forward","exponential",1.07858910415036,0.699885497567945,0.238198775490178
"114-21","Heavy",2000,"carry-forward","exponential",1.01345444700182,1.13167587855575,0.253263566385714
"114-22","Heavy",2000,"carry-forward","exponential",1.08261023567645,0.511290252926842,0.309677112479656
"114-23","Heavy",2000,"carry-forward","exponential",1.02665516835653,0.90504867914951,0.277924891840233
"114-24","Heavy",2000,"carry-forward","exponential",0.939275425205973,1.06799986438623,0.246026982297611
"114-25","Heavy",2000,"carry-forward","exponential",0.999217082768171,0.793064373214111,0.27327057346042
"114-26","Heavy",2000,"carry-forward","exponential",1.07880886299103,0.62238254384437,0.232595243422822
"114-27","Heavy",2000,"carry-forward","exponential",0.923741057686171,1.07126428167298,0.292998637638543
"114-28","Heavy",2000,"carry-forward","exponential",0.992500786918136,1.10426549342868,0.26472176921064
"114-29","Heavy",2000,"carry-forward","exponential",1.08927698926704,0.811638552132331,0.247769912709948
"114-30","Heavy",2000,"carry-forward","exponential",1.01605465176326,1.17978502510511,0.226320114128001
"114-31","Heavy",2000,"carry-forward","exponential",0.956221470182567,0.869966210297781,0.220862087196511
"114-32","Heavy",2000,"carry-forward","exponential",0.948345103184875,1.33713847241252,0.193111760154175
"114-33","Heavy",2000,"carry-forward","exponential",0.9511856870325,1.16588036651984,0.279837391416806
"114-34","Heavy",2000,"carry-forward","exponential",1.0439093078675,0.744949217870668,0.236885160884952
"114-35","Heavy",2000,"carry-forward","exponential",0.938153922850834,0.98587245204153,0.369343441071235
"114-36","Heavy",2000,"carry-forward","exponential",0.860108129294626,1.35632672109814,0.280347629195996
"114-37","Heavy",2000,"carry-forward","exponential",0.988891264919081,0.929441543150293,0.226806674951718
"114-38","Heavy",2000,"carry-forward","exponential",0.948900982803169,1.19533581509149,0.220306626207807
"114-39","Heavy",2000,"carry-forward","exponential",1.00049593906619,0.899006844519815,0.246313794280528
"114-40","Heavy",2000,"carry-forward","exponential",0.964751507790252,1.32819760639888,0.209944329510887
"114-41","Heavy",2000,"carry-forward","exponential",0.942838263644747,0.737667425712858,0.327798682469354
"114-42","Heavy",2000,"carry-forward","exponential",0.990845924129572,1.04117617582141,0.218079894448826
"114-43","Heavy",2000,"carry-forward","exponential",0.986655579572565,0.752167017853741,0.248808892820426
"114-44","Heavy",2000,"carry-forward","exponential",0.94246910151014,0.92056887244963,0.278371959025287
"114-45","Heavy",2000,"carry-forward","exponential",1.03909032616044,0.361671740389217,0.290628069394749
"114-46","Heavy",2000,"carry-forward","exponential",0.959461663348989,1.24903685000054,0.240127302539612
"114-47","Heavy",2000,"carry-forward","exponential",0.908476921096722,1.20571528215949,0.262852457438122
"114-48","Heavy",2000,"carry-forward","exponential",0.916321398354286,1.11424939390392,0.3001614651661
"114-49","Heavy",2000,"carry-forward","exponential",0.903516944677157,1.20245328375132,0.284746528226311
"114-50","Heavy",2000,"carry-forward","exponential",0.944069482221943,1.26480795519164,0.302578554221454
"114-51","Heavy",2000,"carry-forward","exponential",1.00066401883966,0.970094522773733,0.232253592563007
"114-52","Heavy",2000,"carry-forward","exponential",1.01688288262917,0.925116802013776,0.239110127220114
"114-53","Heavy",2000,"carry-forward","exponential",1.00286873242005,0.796426520909342,0.322215701048124
"114-54","Heavy",2000,"carry-forward","exponential",0.998639135396586,0.990416964762541,0.219220693287205
"114-55","Heavy",2000,"carry-forward","exponential",0.931141523944468,0.843633404887913,0.272598171312804
"114-56","Heavy",2000,"carry-forward","exponential",0.974281756944404,0.93190398158193,0.241388550073422
"114-57","Heavy",2000,"carry-forward","exponential",0.971247659173958,1.15833222207913,0.262064748746979
"114-58","Heavy",2000,"carry-forward","exponential",0.95634982220268,1.21327767453722,0.149167418836191
"114-59","Heavy",2000,"carry-forward","exponential",0.966532601404792,1.07010716066392,0.196513086293139
"114-60","Heavy",2000,"carry-forward","exponential",0.999497639199616,0.903008648266321,0.28126113375567
"114-61","Heavy",2000,"carry-forward","exponential",1.02607658733244,0.882965599987682,0.25106759505263
"114-62","Heavy",2000,"carry-forward","exponential",1.05220468941588,0.848775058067811,0.255729641426443
"114-63","Heavy",2000,"carry-forward","exponential",0.999688355950849,0.763123881486655,0.224971924290917
"114-64","Heavy",2000,"carry-forward","exponential",0.944757837172236,0.984865514681843,0.263422981298967
"114-65","Heavy",2000,"carry-forward","exponential",1.00668087152105,0.900150715689263,0.211870314901651
"114-66","Heavy",2000,"carry-forward","exponential",1.02159552405867,1.0737266232929,0.255040960930067
"114-67","Heavy",2000,"carry-forward","exponential",0.994647404241383,0.561914037677214,0.35328559172767
"114-68","Heavy",2000,"carry-forward","exponential",1.07566573623176,0.682689005098732,0.214066989487529
"114-69","Heavy",2000,"carry-forward","exponential",1.03605817920435,0.859441016642399,0.163193841225766
"114-70","Heavy",2000,"carry-forward","exponential",1.02014502950026,0.62556874887032,0.257414428360074
"114-71","Heavy",2000,"carry-forward","exponential",0.996861581799082,0.818770475603624,0.220055495097802
"114-72","Heavy",2000,"carry-forward","exponential",1.0107228658557,0.615621716943831,0.25869014916547
"114-73","Heavy",2000,"carry-forward","exponential",1.0448122546556,0.474785119266218,0.245241147317449
"114-74","Heavy",2000,"carry-forward","exponential",0.998562773406801,1.0775561509262,0.233424386786306
"114-75","Heavy",2000,"carry-forward","exponential",0.936850998682457,0.956184510820771,0.283630729960959
"114-76","Heavy",2000,"carry-forward","exponential",0.919780927500283,1.10680720335245,0.339953476998406
"114-77","Heavy",2000,"carry-forward","exponential",1.00192253599311,0.882970429060702,0.234095897638447
"114-78","Heavy",2000,"carry-forward","exponential",1.07701912317639,0.500835722209682,0.252942202076616
"114-79","Heavy",2000,"carry-forward","exponential",1.07342956607771,0.660592139568703,0.20533882735678
"114-80","Heavy",2000,"carry-forward","exponential",1.08379002691569,0.61297574358713,0.196973130394364
"114-81","Heavy",2000,"carry-forward","exponential",1.07829719694232,0.848892386068596,0.152434883332967
"114-82","Heavy",2000,"carry-forward","exponential",1.01081212698578,0.848870774830659,0.288155962332551
"114-83","Heavy",2000,"carry-forward","exponential",1.00864078106989,1.2531171291852,0.219706963542823
"114-84","Heavy",2000,"carry-forward","exponential",0.995436220130054,0.847739992068719,0.17501283214112
"114-85","Heavy",2000,"carry-forward","exponential",0.842679657515628,1.66410541923914,0.278430309933772
"114-86","Heavy",2000,"carry-forward","exponential",1.02387259616741,0.919618124746793,0.221891623183892
"114-87","Heavy",2000,"carry-forward","exponential",0.992510314692686,0.662932402191329,0.302831815777507
"114-88","Heavy",2000,"carry-forward","exponential",1.03799541498201,1.05447987891542,0.100550644109126
"114-89","Heavy",2000,"carry-forward","exponential",0.905688622954969,1.32693976396821,0.272310122126024
"114-90","Heavy",2000,"carry-forward","exponential",0.92933390528373,1.44683064960662,0.24656321103662
"114-91","Heavy",2000,"carry-forward","exponential",1.06039070094879,0.684826687520765,0.237327249311063
"114-92","Heavy",2000,"carry-forward","exponential",0.960228884457156,0.932225722280763,0.25476945159283
"114-93","Heavy",2000,"carry-forward","exponential",0.926174140977533,1.64703876769289,0.263983338759159
"114-94","Heavy",2000,"carry-forward","exponential",0.910962202942956,1.46323624363467,0.25256041115682
"114-95","Heavy",2000,"carry-forward","exponential",0.958364693385015,0.798378858276634,0.320196150509592
"114-96","Heavy",2000,"carry-forward","exponential",1.0078778722655,0.737306789274512,0.2766582571131
"114-97","Heavy",2000,"carry-forward","exponential",1.08671280475326,0.794398970292915,0.156459902387604
"114-98","Heavy",2000,"carry-forward","exponential",1.02584608701994,0.754799824072832,0.20622634629648
"114-99","Heavy",2000,"carry-forward","exponential",1.01608243494364,1.03078362984388,0.174735330489788
"114-100","Heavy",2000,"carry-forward","exponential",0.98661686463614,0.977018036866411,0.228857635284382
"114-101","Heavy",2000,"carry-forward","exponential",1.04998294197466,0.679409248820219,0.183874085163414
"114-102","Heavy",2000,"carry-forward","exponential",0.943330009722473,0.991726950509577,0.21460162240943
"114-103","Heavy",2000,"carry-forward","exponential",0.999322843385479,0.6189684838499,0.294282969185001
"114-104","Heavy",2000,"carry-forward","exponential",1.13062026052672,0.375653348141607,0.215692764636406
"114-105","Heavy",2000,"carry-forward","exponential",1.0071184118612,0.830617199745021,0.281496658555698
"114-106","Heavy",2000,"carry-forward","exponential",0.976361617301494,0.463384744678021,0.28345108413751
"114-107","Heavy",2000,"carry-forward","exponential",0.984499981973564,0.953805246134477,0.232517652141532
"114-108","Heavy",2000,"carry-forward","exponential",0.915345087945781,1.1869370615264,0.285800693358207
"114-109","Heavy",2000,"carry-forward","exponential",1.04397226048436,0.964714140621984,0.162877302708054
"114-110","Heavy",2000,"carry-forward","exponential",0.989542907344951,1.15143950999877,0.189188753572312
"114-111","Heavy",2000,"carry-forward","exponential",0.980453759533361,1.22578021696545,0.201982470763217
"114-112","Heavy",2000,"carry-forward","exponential",0.969924722006346,1.40419502493254,0.224630904042528
"114-113","Heavy",2000,"carry-forward","exponential",1.05116182018645,0.575666836466093,0.258666305236878
"114-114","Heavy",2000,"carry-forward","exponential",0.870384407133585,1.31883433217171,0.338346501516092
"114-115","Heavy",2000,"carry-forward","exponential",0.980528627823261,0.86501956647788,0.251408967837147
"114-116","Heavy",2000,"carry-forward","exponential",0.925660660675136,0.908069300548033,0.24878648684583
"114-117","Heavy",2000,"carry-forward","exponential",1.04614152608998,0.617738405939649,0.221265274145951
"114-118","Heavy",2000,"carry-forward","exponential",0.896086976604045,1.08515152387615,0.288598364083196
"114-119","Heavy",2000,"carry-forward","exponential",0.972369572547489,0.831674469578226,0.319049161972456
"114-120","Heavy",2000,"carry-forward","exponential",0.982771513243434,0.805283516312309,0.241344729742704
"114-121","Heavy",2000,"carry-forward","exponential",0.962199892533493,0.879546310054555,0.302286638958569
"114-122","Heavy",2000,"carry-forward","exponential",0.986657762095531,1.05477725554875,0.26940355225059
"114-123","Heavy",2000,"carry-forward","exponential",1.0537365795579,0.473712137692212,0.271287772205858
"114-124","Heavy",2000,"carry-forward","exponential",0.970800762825706,1.1279807396081,0.219345590070889
"114-125","Heavy",2000,"carry-forward","exponential",0.924764934519802,1.17305056508674,0.297244958246456
"114-126","Heavy",2000,"carry-forward","exponential",0.913291139777202,1.40599906732511,0.26109890692393
"114-127","Heavy",2000,"carry-forward","exponential",0.967653638574354,1.10282391084962,0.248486075273895
"114-128","Heavy",2000,"carry-forward","exponential",0.954651849901449,1.3743715218554,0.230521244967466
"114-129","Heavy",2000,"carry-forward","exponential",1.00166090017696,0.514845413535802,0.307557090552712
"114-130","Heavy",2000,"carry-forward","exponential",1.05834743914735,0.736777319859388,0.203702604071095
"114-131","Heavy",2000,"carry-forward","exponential",0.922101257856635,1.3792654920016,0.200418645239961
"114-132","Heavy",2000,"carry-forward","exponential",0.947311306468732,0.969706847751843,0.306335678460696
"114-133","Heavy",2000,"carry-forward","exponential",1.05783214866435,0.423276765427208,0.281770757045606
"114-134","Heavy",2000,"carry-forward","exponential",1.03364424411785,0.873754406039165,0.226161557546077
"114-135","Heavy",2000,"carry-forward","exponential",0.979536755472274,0.84606642045959,0.228651651240927
"114-136","Heavy",2000,"carry-forward","exponential",0.970525819596939,0.840011497501101,0.268639879880627
"114-137","Heavy",2000,"carry-forward","exponential",0.932327557023107,1.04754051040749,0.350169652620787
