"sim","censoring","n","interpolate","extrapolate","alpha_tr","beta_tr","gamma_tr"
"117-110","Heavy",1000,"carry-forward","exponential",1.05464516194738,1.2665437429845,0.160294909578785
"117-111","Heavy",1000,"carry-forward","exponential",1.04280992638169,0.994573625163204,0.244542661460101
"117-112","Heavy",1000,"carry-forward","exponential",0.931523411135486,1.37557715388035,0.242890626868458
"117-113","Heavy",1000,"carry-forward","exponential",0.890474940619741,1.82411395496071,0.157981729154193
"117-114","Heavy",1000,"carry-forward","exponential",0.813595273512717,1.90869428256467,0.348455778495148
"117-115","Heavy",1000,"carry-forward","exponential",1.02013358476714,0.545137118106914,0.242934526143372
"117-116","Heavy",1000,"carry-forward","exponential",0.9659684965897,0.765509225717975,0.344826961072988
"117-117","Heavy",1000,"carry-forward","exponential",0.945983397561699,1.22864571080802,0.188393439302334
"117-118","Heavy",1000,"carry-forward","exponential",1.04888466697941,0.763196642130638,0.209241150811613
"117-119","Heavy",1000,"carry-forward","exponential",0.977583126365295,1.13366756162242,0.246653425554752
"117-120","Heavy",1000,"carry-forward","exponential",1.05984907272189,0.832976698010031,0.184618930192593
"117-121","Heavy",1000,"carry-forward","exponential",0.931204711798965,1.17335582443407,0.339932767169771
"117-122","Heavy",1000,"carry-forward","exponential",1.0398385918123,0.929172609975061,0.221285616109695
"117-123","Heavy",1000,"carry-forward","exponential",1.04118439415254,0.896891475216192,0.227216734641057
"117-124","Heavy",1000,"carry-forward","exponential",0.984090920255708,1.09693112805059,0.241202478625307
"117-125","Heavy",1000,"carry-forward","exponential",0.996197802295288,1.16036343606468,0.247017680157166
"117-126","Heavy",1000,"carry-forward","exponential",0.880596379756513,1.86380000003584,0.189309978290338
"117-127","Heavy",1000,"carry-forward","exponential",0.868143441389041,1.36408952526891,0.362219742933079
"117-128","Heavy",1000,"carry-forward","exponential",0.917707021946712,0.625840664705811,0.363121552800874
"117-129","Heavy",1000,"carry-forward","exponential",0.874631372731586,0.785394178338104,0.336175026539941
"117-130","Heavy",1000,"carry-forward","exponential",0.965534055025136,1.22078094653879,0.307100142544428
"117-131","Heavy",1000,"carry-forward","exponential",1.00937734640431,1.05152748653741,0.264871001871086
"117-132","Heavy",1000,"carry-forward","exponential",1.00614198254076,0.906051348603121,0.203335015606344
"117-133","Heavy",1000,"carry-forward","exponential",1.10849913637154,0.925022499386602,0.217985981339068
"117-134","Heavy",1000,"carry-forward","exponential",0.99412684026297,0.623770294141739,0.359317200392614
"117-135","Heavy",1000,"carry-forward","exponential",1.03933689358162,0.733491930122167,0.308878202186831
"117-136","Heavy",1000,"carry-forward","exponential",0.903719792564644,1.63455805174596,0.272245907107416
"117-137","Heavy",1000,"carry-forward","exponential",1.03375273358489,1.04392964366662,0.23923947690804
"117-138","Heavy",1000,"carry-forward","exponential",1.04256963602232,0.853128203335499,0.144220591646267
"117-139","Heavy",1000,"carry-forward","exponential",0.849498194035695,1.38931737520006,0.251322372809714
"117-140","Heavy",1000,"carry-forward","exponential",0.978383732470465,1.09504921823763,0.279176145592947
"117-141","Heavy",1000,"carry-forward","exponential",0.997219377322752,0.969462050708645,0.266966071030158
"117-142","Heavy",1000,"carry-forward","exponential",1.03697172407955,0.737455242723516,0.275125404476204
"117-143","Heavy",1000,"carry-forward","exponential",1.02685319488683,0.776129002823939,0.281577612892888
"117-144","Heavy",1000,"carry-forward","exponential",1.03270174556396,0.780785360928878,0.265433775294496
"117-145","Heavy",1000,"carry-forward","exponential",0.887322568808584,1.06472710093082,0.373743888716523
"117-146","Heavy",1000,"carry-forward","exponential",0.940474128201574,1.2415739031644,0.25236218140361
"117-147","Heavy",1000,"carry-forward","exponential",1.08311428409133,0.403437277670856,0.280051008976873
"117-148","Heavy",1000,"carry-forward","exponential",1.00376485982026,1.02440800833751,0.289892225137506
"117-149","Heavy",1000,"carry-forward","exponential",0.926125150016412,1.040736410894,0.32386744060169
"117-150","Heavy",1000,"carry-forward","exponential",0.951572061889664,1.2176265100038,0.184878793222146
"117-151","Heavy",1000,"carry-forward","exponential",0.928528874784707,0.888062932812134,0.338957046425075
"117-152","Heavy",1000,"carry-forward","exponential",1.07203334270489,0.668396291910041,0.161782073008409
"117-153","Heavy",1000,"carry-forward","exponential",0.931875098985207,1.26695754477129,0.269104438971339
"117-154","Heavy",1000,"carry-forward","exponential",1.07932854317796,0.526701653318191,0.237790534876794
"117-155","Heavy",1000,"carry-forward","exponential",1.02820515126758,1.2808775869923,0.127400033909274
"117-156","Heavy",1000,"carry-forward","exponential",1.06725456312648,0.69506388411047,0.223890201277202
"117-157","Heavy",1000,"carry-forward","exponential",1.07606716705038,0.208572666506862,0.333019634487798
"117-158","Heavy",1000,"carry-forward","exponential",1.0466550273331,0.819890742807408,0.216871872516875
"117-159","Heavy",1000,"carry-forward","exponential",1.06708134956399,0.983493971716545,0.15392643292267
"117-160","Heavy",1000,"carry-forward","exponential",1.03258168679247,0.803508857327472,0.204169444559781
"117-161","Heavy",1000,"carry-forward","exponential",1.04255458627942,0.870160672584186,0.178089213497399
"117-162","Heavy",1000,"carry-forward","exponential",0.962483541809045,1.24659457553029,0.24094500472274
"117-163","Heavy",1000,"carry-forward","exponential",1.02614208568682,0.764447709464295,0.180493989068161
"117-164","Heavy",1000,"carry-forward","exponential",0.843675738170906,1.37507464241938,0.274367148132928
"117-165","Heavy",1000,"carry-forward","exponential",0.870673637757207,1.45789503479017,0.300163508373544
"117-166","Heavy",1000,"carry-forward","exponential",0.882222180494222,1.38617638202946,0.262346124353836
"117-167","Heavy",1000,"carry-forward","exponential",0.970819681686201,1.18761530715414,0.198515743446869
"117-168","Heavy",1000,"carry-forward","exponential",1.08962250436338,0.218202235256264,0.254766974367791
"117-169","Heavy",1000,"carry-forward","exponential",1.03712018030914,0.491891436051707,0.236429208539376
"117-170","Heavy",1000,"carry-forward","exponential",0.993459577883536,1.38254702884536,0.1965508228637
"117-171","Heavy",1000,"carry-forward","exponential",1.01916383650546,0.909803372163716,0.248781854496014
"117-172","Heavy",1000,"carry-forward","exponential",1.14162950747223,0.227661969797082,0.220094984141135
"117-173","Heavy",1000,"carry-forward","exponential",1.02505917486127,0.702945872883034,0.25628782223687
"117-174","Heavy",1000,"carry-forward","exponential",1.16616188597213,0.201435148246061,0.199076224082208
"117-175","Heavy",1000,"carry-forward","exponential",1.03406026189471,0.705443368048629,0.181197820773063
"117-176","Heavy",1000,"carry-forward","exponential",1.04330688522079,0.584734792960361,0.287467109426282
"117-177","Heavy",1000,"carry-forward","exponential",0.901681910344263,1.64076161618898,0.191835067892723
"117-178","Heavy",1000,"carry-forward","exponential",0.944437192699112,1.26465349382282,0.278963749983492
"117-179","Heavy",1000,"carry-forward","exponential",1.10346939221736,0.488400589393227,0.167383138679707
"117-180","Heavy",1000,"carry-forward","exponential",0.874969196418106,1.53271655842077,0.29020230262746
"117-181","Heavy",1000,"carry-forward","exponential",1.06663691186745,1.20589046272131,0.238904656189925
"117-182","Heavy",1000,"carry-forward","exponential",0.927598146071734,0.778237487377324,0.267931116253717
"117-183","Heavy",1000,"carry-forward","exponential",0.969066151502553,1.78100777346321,0.179352765099592
"117-184","Heavy",1000,"carry-forward","exponential",1.03721924938704,1.11333544134355,0.147339180967521
"117-185","Heavy",1000,"carry-forward","exponential",1.04976324115343,0.634611160190681,0.153050441060782
"117-186","Heavy",1000,"carry-forward","exponential",0.987335863669221,0.462423589463946,0.306958115591301
"117-187","Heavy",1000,"carry-forward","exponential",0.918105584089564,1.33831696533111,0.310123052734685
"117-188","Heavy",1000,"carry-forward","exponential",0.946812792688939,1.06108175230538,0.280360014780771
"117-189","Heavy",1000,"carry-forward","exponential",0.933602884200353,1.56512102944408,0.296219235041786
"117-190","Heavy",1000,"carry-forward","exponential",0.939888469030454,1.50603469735827,0.210072327763121
"117-191","Heavy",1000,"carry-forward","exponential",1.07939150348832,0.653648584738558,0.117912881748377
"117-192","Heavy",1000,"carry-forward","exponential",0.93131264633483,1.32743474723484,0.241559901546723
"117-193","Heavy",1000,"carry-forward","exponential",1.08166238208311,0.328396841660074,0.237999404552808
"117-194","Heavy",1000,"carry-forward","exponential",1.01133893559288,0.846595725582039,0.339082986080499
"117-195","Heavy",1000,"carry-forward","exponential",1.04269301994727,0.99018195080785,0.274989835105382
"117-196","Heavy",1000,"carry-forward","exponential",0.945496751863737,1.7325612053587,0.185513850419903
"117-197","Heavy",1000,"carry-forward","exponential",0.913339942149262,1.28217456944418,0.249307774116658
"117-198","Heavy",1000,"carry-forward","exponential",0.95786502488575,1.19807512586388,0.283698611986131
"117-199","Heavy",1000,"carry-forward","exponential",0.991805652493924,0.893167247381954,0.192952121886618
"117-200","Heavy",1000,"carry-forward","exponential",0.937218737944899,1.53845286338785,0.32062336363605
"118-1","Heavy",1000,"carry-forward","exponential",0.984023251879863,1.24725979599715,0.237365345751857
"118-2","Heavy",1000,"carry-forward","exponential",1.05338788094291,0.362660173716757,0.19560715109137
"118-3","Heavy",1000,"carry-forward","exponential",0.858470768073163,1.4093723614712,0.229678955963206
"118-4","Heavy",1000,"carry-forward","exponential",0.93556519806522,1.28823306460566,0.155705971725112
"118-5","Heavy",1000,"carry-forward","exponential",0.917389598226819,1.46216979134572,0.227507038619874
"118-6","Heavy",1000,"carry-forward","exponential",0.966881857931744,1.54085996666299,0.177254799997227
"118-7","Heavy",1000,"carry-forward","exponential",1.01503599002183,1.12723855758765,0.239611929997112
"118-8","Heavy",1000,"carry-forward","exponential",0.876903359741001,1.90992072402905,0.210890348349607
"118-9","Heavy",1000,"carry-forward","exponential",1.09174497321935,0.198000495795795,0.275968380207851
"118-10","Heavy",1000,"carry-forward","exponential",0.92235985294977,1.1286203847751,0.233663844364075
"118-11","Heavy",1000,"carry-forward","exponential",0.937965316127405,1.0839955573605,0.252625094122957
"118-12","Heavy",1000,"carry-forward","exponential",1.07129217668465,0.984604047814522,0.16986978239318
"118-13","Heavy",1000,"carry-forward","exponential",0.878364299355622,1.34600322211066,0.352713816988613
"118-14","Heavy",1000,"carry-forward","exponential",1.04348771878512,0.683681168920316,0.27188661121611
"118-15","Heavy",1000,"carry-forward","exponential",0.871669320398695,1.58016362559925,0.2479505436637
"118-16","Heavy",1000,"carry-forward","exponential",0.940650059801749,1.10472514032938,0.275195511577493
"118-17","Heavy",1000,"carry-forward","exponential",1.02515434601603,0.880918106009662,0.177166258707322
"118-18","Heavy",1000,"carry-forward","exponential",1.02838660145386,0.908516985741551,0.243106956554638
"118-19","Heavy",1000,"carry-forward","exponential",1.08448717430156,0.715297881951236,0.109846109526841
"118-20","Heavy",1000,"carry-forward","exponential",1.04910013266255,0.366462839076283,0.323529624018392
"118-21","Heavy",1000,"carry-forward","exponential",1.18768774289086,0.0743207107123866,0.21253105419481
"118-22","Heavy",1000,"carry-forward","exponential",1.03294615662801,0.847955312008269,0.278458141911776
"118-23","Heavy",1000,"carry-forward","exponential",0.897922943189881,1.54976921875222,0.352097707028079
"118-24","Heavy",1000,"carry-forward","exponential",0.97173940879665,0.934519163713878,0.31424121365322
"118-25","Heavy",1000,"carry-forward","exponential",1.07285896590652,0.538621511388905,0.248868950882625
"118-26","Heavy",1000,"carry-forward","exponential",1.01762999135007,0.616577969937168,0.300341351282223
"118-27","Heavy",1000,"carry-forward","exponential",1.08508768483006,0.530697454110938,0.201744524116409
"118-28","Heavy",1000,"carry-forward","exponential",0.996208722082931,1.16250645572037,0.234083144545863
"118-29","Heavy",1000,"carry-forward","exponential",0.789360106109761,2.18257402855579,0.221454763812918
"118-30","Heavy",1000,"carry-forward","exponential",1.12960770731174,0.475141085614985,0.206783671909036
"118-31","Heavy",1000,"carry-forward","exponential",0.944052082625196,1.57631662478664,0.141225816304212
"118-32","Heavy",1000,"carry-forward","exponential",1.02504165401074,1.3011288217241,0.154026617054677
"118-33","Heavy",1000,"carry-forward","exponential",0.989667700182734,1.1714138573628,0.196012781193486
"118-34","Heavy",1000,"carry-forward","exponential",0.845913663372408,1.65919936919104,0.331598118488699
"118-35","Heavy",1000,"carry-forward","exponential",1.04989329089599,0.0942233755800927,0.260519903879621
"118-36","Heavy",1000,"carry-forward","exponential",0.98426211628952,0.956732300197911,0.2749020651745
"118-37","Heavy",1000,"carry-forward","exponential",0.87700334929426,1.4613681494866,0.206725463312301
"118-38","Heavy",1000,"carry-forward","exponential",1.02327376707478,0.612177712990058,0.305657514577425
"118-39","Heavy",1000,"carry-forward","exponential",0.924788989867324,1.16563437203811,0.301521135025125
"118-40","Heavy",1000,"carry-forward","exponential",0.839420534154883,2.1082588158225,0.217278117579068
"118-41","Heavy",1000,"carry-forward","exponential",0.978949955419045,0.715639181915813,0.356315998947254
"118-42","Heavy",1000,"carry-forward","exponential",1.027726457605,0.999173554523815,0.177875592272731
"118-43","Heavy",1000,"carry-forward","exponential",0.938709064104602,1.64455387141015,0.191471568295999
"118-44","Heavy",1000,"carry-forward","exponential",1.02968599045088,1.02499649579786,0.201103979813021
"118-45","Heavy",1000,"carry-forward","exponential",0.963569980753425,1.34143136898249,0.234058162834753
"118-46","Heavy",1000,"carry-forward","exponential",1.04535037086916,0.822352810627702,0.270510761453583
"118-47","Heavy",1000,"carry-forward","exponential",0.961967245954342,0.987151514372749,0.242470007490518
"118-48","Heavy",1000,"carry-forward","exponential",1.0121622255734,0.884163697137802,0.204749786531755
"118-49","Heavy",1000,"carry-forward","exponential",0.989470324807394,1.26479144495873,0.181760007934512
"118-50","Heavy",1000,"carry-forward","exponential",1.0134462755166,0.365920604445278,0.316291667295073
"118-51","Heavy",1000,"carry-forward","exponential",0.941849733756419,1.48894308492473,0.226339840018152
"118-52","Heavy",1000,"carry-forward","exponential",0.985471356290903,0.933586491672316,0.161509317465032
"118-53","Heavy",1000,"carry-forward","exponential",1.06982855327231,0.857836898556647,0.15350880422395
"118-54","Heavy",1000,"carry-forward","exponential",0.998960002314922,0.734687180604502,0.38563745079049
"118-55","Heavy",1000,"carry-forward","exponential",0.983195416718461,0.61906999255027,0.360635751981616
"118-56","Heavy",1000,"carry-forward","exponential",0.98493645080707,1.7060825344694,0.21333052402498
"118-57","Heavy",1000,"carry-forward","exponential",1.15126017460115,0.49638257986018,0.129460321247178
"118-58","Heavy",1000,"carry-forward","exponential",0.995010429381122,1.00311883203868,0.290903120709819
"118-59","Heavy",1000,"carry-forward","exponential",0.90852625490714,1.9018464177513,0.137064179606832
"118-60","Heavy",1000,"carry-forward","exponential",1.08060376180335,0.399612469078883,0.252031537106384
"118-61","Heavy",1000,"carry-forward","exponential",0.938616095518869,1.15916443485649,0.320539791011556
"118-62","Heavy",1000,"carry-forward","exponential",1.00336037851024,0.602696323848844,0.314407431348479
"118-63","Heavy",1000,"carry-forward","exponential",1.19781357964479,-0.0524991471972532,0.188784366314682
"118-64","Heavy",1000,"carry-forward","exponential",0.839664646890325,1.38213062033303,0.376686847029328
"118-65","Heavy",1000,"carry-forward","exponential",0.871504187409199,1.23633123782312,0.353822083045053
"118-66","Heavy",1000,"carry-forward","exponential",0.972865982333614,0.713216376027667,0.227993294642761
"118-67","Heavy",1000,"carry-forward","exponential",0.919331818431936,1.47905152346599,0.245292096751234
"118-68","Heavy",1000,"carry-forward","exponential",1.01273396993422,0.537116957242639,0.247932493114159
"118-69","Heavy",1000,"carry-forward","exponential",1.09804208026575,0.823968443119079,0.190687570556085
"118-70","Heavy",1000,"carry-forward","exponential",0.961407997476238,0.844035242020403,0.309336830315325
"118-71","Heavy",1000,"carry-forward","exponential",1.02071745348769,1.26658453624669,0.158882370963317
"118-72","Heavy",1000,"carry-forward","exponential",0.889408578307453,1.09567590905255,0.296845542511273
"118-73","Heavy",1000,"carry-forward","exponential",1.06771803770975,0.378704327611901,0.294144101606786
"118-74","Heavy",1000,"carry-forward","exponential",0.942897663537827,1.16762637233696,0.28655323169871
"118-75","Heavy",1000,"carry-forward","exponential",1.07594880654606,0.363161213717956,0.227385612976047
"118-76","Heavy",1000,"carry-forward","exponential",1.10627123946404,0.261525396382796,0.279370968761844
"118-77","Heavy",1000,"carry-forward","exponential",1.00177234602591,0.814623648525262,0.344147962547104
"118-78","Heavy",1000,"carry-forward","exponential",0.893535063485085,1.41263319766066,0.340300624540573
"118-79","Heavy",1000,"carry-forward","exponential",0.9383858987643,0.890164991582404,0.358654243966902
"118-80","Heavy",1000,"carry-forward","exponential",1.00600179658893,0.947774688478927,0.224259898725733
"118-81","Heavy",1000,"carry-forward","exponential",1.0145575108788,1.11259676897499,0.229262649673114
"118-82","Heavy",1000,"carry-forward","exponential",0.891035832389296,1.52955417057334,0.312038087379145
"118-83","Heavy",1000,"carry-forward","exponential",1.04237233643042,1.04565261595383,0.166994861321228
"118-84","Heavy",1000,"carry-forward","exponential",0.921781492078086,1.09713550675498,0.249397399367503
"118-85","Heavy",1000,"carry-forward","exponential",1.03136944101571,1.14283529930748,0.179356177099237
"118-86","Heavy",1000,"carry-forward","exponential",0.97418748645308,1.26700957522959,0.153632557965736
"118-87","Heavy",1000,"carry-forward","exponential",1.01176247908152,0.868807524982147,0.307896715445937
"118-88","Heavy",1000,"carry-forward","exponential",0.965286459302845,1.19768914625755,0.280799057320665
"118-89","Heavy",1000,"carry-forward","exponential",0.789922536419377,1.82683813324947,0.30640800712743
"118-90","Heavy",1000,"carry-forward","exponential",1.01698132866554,0.890473863675911,0.086233455542353
"118-91","Heavy",1000,"carry-forward","exponential",0.859272876330984,1.19603911738181,0.361880260808955
"118-92","Heavy",1000,"carry-forward","exponential",1.12400715541127,0.227498789696046,0.29985748203783
"118-93","Heavy",1000,"carry-forward","exponential",0.948093546634593,1.21247037942834,0.322594315804108
"118-94","Heavy",1000,"carry-forward","exponential",0.876920121453817,1.72703921181017,0.289497880561665
"118-95","Heavy",1000,"carry-forward","exponential",0.980117813612679,0.87051095121811,0.292277436852346
"118-96","Heavy",1000,"carry-forward","exponential",0.935183334846688,0.833436141773791,0.300169099224706
"118-97","Heavy",1000,"carry-forward","exponential",0.868130424728424,1.82974799105262,0.312087676331617
"118-98","Heavy",1000,"carry-forward","exponential",0.949296312790637,0.782230588595301,0.307401034993243
"118-99","Heavy",1000,"carry-forward","exponential",1.04666979791453,0.774379785096472,0.265936133935423
"118-100","Heavy",1000,"carry-forward","exponential",0.956968906497146,1.32677523479042,0.192316948224177
"118-101","Heavy",1000,"carry-forward","exponential",1.00778429854339,0.606901951049787,0.253909143345814
"118-102","Heavy",1000,"carry-forward","exponential",0.996594247288914,0.605464274230718,0.347637676420832
"118-103","Heavy",1000,"carry-forward","exponential",1.10673735150891,0.81762046185848,0.234650097399862
"118-104","Heavy",1000,"carry-forward","exponential",0.922578892802146,1.44657293891967,0.269625641010853
"118-105","Heavy",1000,"carry-forward","exponential",0.895593881390587,1.56967005285533,0.229353873732117
"118-106","Heavy",1000,"carry-forward","exponential",0.907921366024177,1.70998751458635,0.209970063407725
"118-107","Heavy",1000,"carry-forward","exponential",0.913835689322091,1.69059525860941,0.218646852665893
"118-108","Heavy",1000,"carry-forward","exponential",1.01031562334599,0.753910742754948,0.283928516357629
"118-109","Heavy",1000,"carry-forward","exponential",0.841997812098239,1.42963058161122,0.279586875389909
"118-110","Heavy",1000,"carry-forward","exponential",0.99019492280248,1.1667922448958,0.209394334757005
"118-111","Heavy",1000,"carry-forward","exponential",0.998638499841037,0.599734597708637,0.247817989652869
"118-112","Heavy",1000,"carry-forward","exponential",1.04452508420438,0.946416392378766,0.295490566134102
"118-113","Heavy",1000,"carry-forward","exponential",1.03863234796576,0.967037656412285,0.209853735829682
"118-114","Heavy",1000,"carry-forward","exponential",1.08187850978521,0.806012691169581,0.131219283940477
"118-115","Heavy",1000,"carry-forward","exponential",0.880231798184998,1.47768985231453,0.283499143195361
"118-116","Heavy",1000,"carry-forward","exponential",1.10930937921073,0.197761404506084,0.253643589960274
"118-117","Heavy",1000,"carry-forward","exponential",0.944190729942933,0.628580077117229,0.413222466968398
"118-118","Heavy",1000,"carry-forward","exponential",1.08766279974602,0.61470543117783,0.213290390175638
"118-119","Heavy",1000,"carry-forward","exponential",1.00238264420801,0.530949855389425,0.371620507241714
"118-120","Heavy",1000,"carry-forward","exponential",1.05924187092838,0.924478787365734,0.248153638683249
"118-121","Heavy",1000,"carry-forward","exponential",0.923363830704767,1.19838993503701,0.276289322172873
"118-122","Heavy",1000,"carry-forward","exponential",0.974811602660358,1.24356289318169,0.243874014440344
"118-123","Heavy",1000,"carry-forward","exponential",0.994993172898149,0.709333484880736,0.275035579384837
"118-124","Heavy",1000,"carry-forward","exponential",1.07612836093574,0.740027593875259,0.34172119801786
"118-125","Heavy",1000,"carry-forward","exponential",0.954122575306371,1.66656537474347,0.189696257235834
"118-126","Heavy",1000,"carry-forward","exponential",1.07791760535566,0.767004600706636,0.194242900129559
"118-127","Heavy",1000,"carry-forward","exponential",1.06922086448909,1.07050725570751,0.160589353203686
"118-128","Heavy",1000,"carry-forward","exponential",0.986841525621066,0.980974098133493,0.205510425060616
"118-129","Heavy",1000,"carry-forward","exponential",1.00392378065623,1.04083572952872,0.171930154517371
"118-130","Heavy",1000,"carry-forward","exponential",0.905343892804751,1.39124347750962,0.237148916353472
"118-131","Heavy",1000,"carry-forward","exponential",1.04225368941195,0.868935595091515,0.137977534271556
"118-132","Heavy",1000,"carry-forward","exponential",1.01565682293043,0.406814064119774,0.297380073813831
"118-133","Heavy",1000,"carry-forward","exponential",1.03208107360238,0.986030097136119,0.250984200745626
"118-134","Heavy",1000,"carry-forward","exponential",1.04809871052889,0.945478555087435,0.0519979414891082
"118-135","Heavy",1000,"carry-forward","exponential",0.966307648070093,1.26344941096034,0.171023843281492
"118-136","Heavy",1000,"carry-forward","exponential",1.08943980384871,0.824427099160636,0.120603902274613
"118-137","Heavy",1000,"carry-forward","exponential",1.15009856327288,-0.0427974859273678,0.266420324599802
"118-138","Heavy",1000,"carry-forward","exponential",0.925601927373567,1.45596487822976,0.337990505319116
"118-139","Heavy",1000,"carry-forward","exponential",1.03160090312333,1.01228914915276,0.181765521737279
"118-140","Heavy",1000,"carry-forward","exponential",0.925825242604856,1.3718327268445,0.206715494458176
"118-141","Heavy",1000,"carry-forward","exponential",1.0866647348085,0.296334452887467,0.183306458260307
"118-142","Heavy",1000,"carry-forward","exponential",0.901022666289293,1.26153083237817,0.257197237023523
"118-143","Heavy",1000,"carry-forward","exponential",0.995083192214835,0.905718714390452,0.164198831029885
"118-144","Heavy",1000,"carry-forward","exponential",0.961567700361913,1.07925795961433,0.228819733667485
"118-145","Heavy",1000,"carry-forward","exponential",0.849397171051173,2.09823142170473,0.240902674417956
"118-146","Heavy",1000,"carry-forward","exponential",0.844249868529707,1.31756342195316,0.329251909925522
"118-147","Heavy",1000,"carry-forward","exponential",0.94248947836452,1.23755269100712,0.262991224779502
"118-148","Heavy",1000,"carry-forward","exponential",1.00552454523768,0.492688425686585,0.276479855348173
"118-149","Heavy",1000,"carry-forward","exponential",1.02046493281626,1.0133566826194,0.294450045213931
"118-150","Heavy",1000,"carry-forward","exponential",0.908693206982545,1.66552070615532,0.247361488584137
"118-151","Heavy",1000,"carry-forward","exponential",0.877643536819917,1.3515333808493,0.352412871148413
"118-152","Heavy",1000,"carry-forward","exponential",0.915160284448554,1.39551285880905,0.210995877899584
"118-153","Heavy",1000,"carry-forward","exponential",0.982017843831086,0.800612562681293,0.263633837963766
"118-154","Heavy",1000,"carry-forward","exponential",0.937663028973896,1.36830915528772,0.277774322638345
"118-155","Heavy",1000,"carry-forward","exponential",0.997251799971746,0.680803093578617,0.288964023386675
"118-156","Heavy",1000,"carry-forward","exponential",0.951222753888583,1.51070767346976,0.26598502069495
"118-157","Heavy",1000,"carry-forward","exponential",0.975743096297591,1.2907287743795,0.328555682217028
"118-158","Heavy",1000,"carry-forward","exponential",1.06655635404216,0.386871758937276,0.218476015569842
"118-159","Heavy",1000,"carry-forward","exponential",1.10810727896974,0.564646805220539,0.246669618401747
"118-160","Heavy",1000,"carry-forward","exponential",1.04881684097179,0.351326583384172,0.276500100512018
"118-161","Heavy",1000,"carry-forward","exponential",1.01062293123902,1.07443178335946,0.220894760254896
"118-162","Heavy",1000,"carry-forward","exponential",0.907214745117972,1.07268002065943,0.357139945634238
"118-163","Heavy",1000,"carry-forward","exponential",0.98586158666977,1.62097387960453,0.153491741807555
"118-164","Heavy",1000,"carry-forward","exponential",0.932245916499651,1.46663449146179,0.32811395711851
"118-165","Heavy",1000,"carry-forward","exponential",0.917187553276252,1.28746814499166,0.267671040028876
"118-166","Heavy",1000,"carry-forward","exponential",0.87003171885134,1.34935337679105,0.261150208784277
"118-167","Heavy",1000,"carry-forward","exponential",1.10500492450069,0.904842485066763,0.182156162999856
"118-168","Heavy",1000,"carry-forward","exponential",0.952831692830309,1.33625706393068,0.256642308988899
"118-169","Heavy",1000,"carry-forward","exponential",1.03714891309946,0.977722114240853,0.248001711321758
"118-170","Heavy",1000,"carry-forward","exponential",1.11762139871139,1.21787468476955,0.0370585118307861
"118-171","Heavy",1000,"carry-forward","exponential",1.02105856529558,1.14296466926048,0.25607888935089
"118-172","Heavy",1000,"carry-forward","exponential",0.911416982143186,1.364666919611,0.216810615985962
"118-173","Heavy",1000,"carry-forward","exponential",0.964377716119563,0.985230259224322,0.178255058543792
"118-174","Heavy",1000,"carry-forward","exponential",1.08514837771127,0.64984702000612,0.180613705821581
"118-175","Heavy",1000,"carry-forward","exponential",0.882744342848449,1.27617840834477,0.346376207729199
"118-176","Heavy",1000,"carry-forward","exponential",0.894677353045839,1.42136031839354,0.273740048306477
"118-177","Heavy",1000,"carry-forward","exponential",0.928236144322763,1.16075411784263,0.275378616094731
"118-178","Heavy",1000,"carry-forward","exponential",1.16516093751986,0.327088626985217,0.223762537063183
"118-179","Heavy",1000,"carry-forward","exponential",1.0513349331343,1.14136220376965,0.18151592245543
"118-180","Heavy",1000,"carry-forward","exponential",0.977932461165965,0.747249984858168,0.341653773001593
"118-181","Heavy",1000,"carry-forward","exponential",0.966141128259034,0.958709307780172,0.299710245362204
"118-182","Heavy",1000,"carry-forward","exponential",1.00008243514557,0.949389137314832,0.2421361394166
"118-183","Heavy",1000,"carry-forward","exponential",0.889266333908895,1.35985360781797,0.252963773591608
"118-184","Heavy",1000,"carry-forward","exponential",0.808146360359964,1.93560169900498,0.254843445694176
"118-185","Heavy",1000,"carry-forward","exponential",0.816510436350537,2.06735140741685,0.209529675454896
"118-186","Heavy",1000,"carry-forward","exponential",0.981744738456211,1.00496993577779,0.259462475384985
"118-187","Heavy",1000,"carry-forward","exponential",0.91103204517685,1.55111920925648,0.218175208307234
"118-188","Heavy",1000,"carry-forward","exponential",0.926301067763752,1.25112787550952,0.191412299411228
"118-189","Heavy",1000,"carry-forward","exponential",0.83781552927949,1.57910531145138,0.260569987296186
"118-190","Heavy",1000,"carry-forward","exponential",0.955714384085574,1.23992433880688,0.20352105984723
"118-191","Heavy",1000,"carry-forward","exponential",1.02311656001144,0.721046350496841,0.276627331880519
"118-192","Heavy",1000,"carry-forward","exponential",0.958176781711807,0.622462850243686,0.337519024400237
"118-193","Heavy",1000,"carry-forward","exponential",1.00101702275205,1.35584879272039,0.192739237209517
"118-194","Heavy",1000,"carry-forward","exponential",0.945061475563903,1.04939548962304,0.297077807159347
"118-195","Heavy",1000,"carry-forward","exponential",0.967002945611767,1.2809958018086,0.313686385228458
"118-196","Heavy",1000,"carry-forward","exponential",1.1146645631214,0.4364466591792,0.235600996867051
"118-197","Heavy",1000,"carry-forward","exponential",0.821761871887647,1.74749077573605,0.231461471358763
"118-198","Heavy",1000,"carry-forward","exponential",1.13641654995629,0.117209041360693,0.179022395566868
"118-199","Heavy",1000,"carry-forward","exponential",0.989915486625437,1.02845574630493,0.22606451764295
