"sim","censoring","n","interpolate","extrapolate","alpha_aq","beta_aq","gamma_aq"
"114-51","Heavy",100,"carry-forward","drop-off",0.704254263315525,3.85478834624781,0.228592010020183
"114-52","Heavy",100,"carry-forward","drop-off",0.917166374504194,4.64448034259076,0.129446667636676
"114-53","Heavy",100,"carry-forward","drop-off",1.04683003578906,2.9273689433156,0.239144194926373
"114-54","Heavy",100,"carry-forward","drop-off",0.767677104163272,3.12486717666421,0.312315770542854
"114-55","Heavy",100,"carry-forward","drop-off",1.07655793890588,0.843124085751261,0.349483148693997
"114-56","Heavy",100,"carry-forward","drop-off",1.19244447309432,-1.17759344890654,0.352423937115791
"114-57","Heavy",100,"carry-forward","drop-off",0.625912767684766,5.32470523219077,0.248970692653154
"114-58","Heavy",100,"carry-forward","drop-off",1.11453613961967,-0.60868897401053,0.20430470253894
"114-59","Heavy",100,"carry-forward","drop-off",1.32674900548677,-1.78035106334974,0.147436082837126
"114-60","Heavy",100,"carry-forward","drop-off",0.848166947347202,3.30992675685999,0.188738668921039
"114-61","Heavy",100,"carry-forward","drop-off",0.755449555043931,6.1003584041057,0.134935203567601
"114-62","Heavy",100,"carry-forward","drop-off",0.642072135031165,2.60016012946282,0.509013478976023
"114-63","Heavy",100,"carry-forward","drop-off",0.913538969609891,1.86454233343467,0.54674985507644
"114-64","Heavy",100,"carry-forward","drop-off",0.940890416252371,2.63632438604077,0.213647266785334
"114-65","Heavy",100,"carry-forward","drop-off",0.684188194007835,4.81872524003685,0.13945204733837
"114-66","Heavy",100,"carry-forward","drop-off",1.12315748994228,1.01296015837703,0.307040666961196
"114-67","Heavy",100,"carry-forward","drop-off",1.05395263114648,-0.136786509174943,0.50143569540706
"114-68","Heavy",100,"carry-forward","drop-off",0.566808222722604,6.19342824467062,0.41183501680548
"114-69","Heavy",100,"carry-forward","drop-off",0.953020853245291,1.24327946436836,0.373413139136517
"114-70","Heavy",100,"carry-forward","drop-off",0.888587018272033,1.25603285711944,0.31377219341448
"114-71","Heavy",100,"carry-forward","drop-off",0.795924967198093,5.39988771299015,0.143125534005981
"114-72","Heavy",100,"carry-forward","drop-off",1.21105190058945,-1.62969075783436,0.142018333310661
"114-73","Heavy",100,"carry-forward","drop-off",0.591259874728824,3.62970800260093,0.332206216000583
"114-74","Heavy",100,"carry-forward","drop-off",1.17359383977102,-0.892407101710012,0.401989021888304
"114-75","Heavy",100,"carry-forward","drop-off",1.08679529069818,2.13869552415944,0.0953399934470198
"114-76","Heavy",100,"carry-forward","drop-off",1.43959920285044,-3.69895205136874,0.287803972784749
"114-77","Heavy",100,"carry-forward","drop-off",0.280865014490342,4.95369332200654,0.671927085741039
"114-78","Heavy",100,"carry-forward","drop-off",1.09510764281209,0.0721056636152825,0.308667469276771
"114-79","Heavy",100,"carry-forward","drop-off",0.73809925848747,2.31572340412574,0.509140008214806
"114-80","Heavy",100,"carry-forward","drop-off",0.709680671311267,6.27646808437911,0.3257206922682
"114-81","Heavy",100,"carry-forward","drop-off",1.35133540672263,-3.34688237599737,0.151314983115594
"114-82","Heavy",100,"carry-forward","drop-off",1.27558387339694,1.58856415386772,-0.0313361347193772
"114-83","Heavy",100,"carry-forward","drop-off",1.050956201247,3.30549080864161,0.142766046906541
"114-84","Heavy",100,"carry-forward","drop-off",0.963945165105933,1.61029927490596,0.316200790175604
"114-85","Heavy",100,"carry-forward","drop-off",1.20160171971443,-0.531567534157297,0.14942313130397
"114-86","Heavy",100,"carry-forward","drop-off",1.5838526280936,-1.67178020127878,0.00537614838104932
"114-87","Heavy",100,"carry-forward","drop-off",1.52932180952403,-0.906414310119127,-0.320931250064951
"114-88","Heavy",100,"carry-forward","drop-off",1.07768335086044,-0.71953429850711,0.441599897375633
"114-89","Heavy",100,"carry-forward","drop-off",0.352258047427014,4.75333426359828,0.676165933683831
"114-90","Heavy",100,"carry-forward","drop-off",1.15733552637946,0.239662899429816,0.124317568663225
"114-91","Heavy",100,"carry-forward","drop-off",0.804666719951399,1.59069728451388,0.349855356295251
"114-92","Heavy",100,"carry-forward","drop-off",1.61966204625192,-2.19670686615535,0.189092268317375
"114-93","Heavy",100,"carry-forward","drop-off",0.538177365846917,6.21392568410262,0.798608284556283
"114-94","Heavy",100,"carry-forward","drop-off",1.15320927685562,-0.392957333759461,0.39395531029709
"114-95","Heavy",100,"carry-forward","drop-off",0.736173652554074,4.8738291018703,0.313769207663535
"114-96","Heavy",100,"carry-forward","drop-off",0.92383200389912,6.36457605020067,-0.14182101076742
"114-97","Heavy",100,"carry-forward","drop-off",1.23577980149304,-0.0545626943609091,0.21653812781774
"114-98","Heavy",100,"carry-forward","drop-off",1.04262162459555,-1.06362519041553,0.365998196686929
"114-99","Heavy",100,"carry-forward","drop-off",0.867773091779591,2.43937594578661,0.448425299277324
"114-100","Heavy",100,"carry-forward","drop-off",1.16308285296046,-0.0729181357263502,0.214570522748118
"114-101","Heavy",100,"carry-forward","drop-off",0.655030223901619,3.13182864509447,0.517024472023575
"114-102","Heavy",100,"carry-forward","drop-off",1.00207895019124,1.20618492589116,0.514840787367711
"114-103","Heavy",100,"carry-forward","drop-off",0.571419220919554,5.78218748869343,0.213729203575273
"114-104","Heavy",100,"carry-forward","drop-off",1.27095333475347,-0.224662880936448,0.176529546465392
"114-105","Heavy",100,"carry-forward","drop-off",0.716485930668032,5.4273777479678,0.149297010602828
"114-106","Heavy",100,"carry-forward","drop-off",1.17872558318237,1.31886608901321,-0.0730535670588762
"114-107","Heavy",100,"carry-forward","drop-off",1.08084896646272,0.102485920800634,-0.021686251238926
"114-108","Heavy",100,"carry-forward","drop-off",0.632758195064956,3.16943403982742,0.233724008037343
"114-109","Heavy",100,"carry-forward","drop-off",1.08407420283275,1.48247955889845,-0.0250309443767445
"114-110","Heavy",100,"carry-forward","drop-off",0.891057050358415,2.38753703426547,0.125788255497322
"114-111","Heavy",100,"carry-forward","drop-off",1.02227512135906,3.29886758849306,0.079605862262028
"114-112","Heavy",100,"carry-forward","drop-off",1.00098026318137,1.73198765242033,0.274819601528116
"114-113","Heavy",100,"carry-forward","drop-off",1.24863049366277,0.890957179656245,-0.204058780466858
"114-114","Heavy",100,"carry-forward","drop-off",1.32259541740966,-0.58197848499959,0.134335597743998
"114-115","Heavy",100,"carry-forward","drop-off",1.1244002427557,2.0893846735125,0.208083060227875
"114-116","Heavy",100,"carry-forward","drop-off",1.31283581496878,0.109921990343135,-0.108984365435567
"114-117","Heavy",100,"carry-forward","drop-off",1.35587169810238,-0.0286396989416766,0.293780418082276
"114-118","Heavy",100,"carry-forward","drop-off",0.939127544672535,2.70876289460417,0.160778822502648
"114-119","Heavy",100,"carry-forward","drop-off",1.16664423741357,0.806861080484214,0.212967944953119
"114-120","Heavy",100,"carry-forward","drop-off",0.913169208261872,3.32481797796074,0.00210892868012672
"114-121","Heavy",100,"carry-forward","drop-off",0.795114257699025,4.16509167459795,0.268075017894048
"114-122","Heavy",100,"carry-forward","drop-off",0.491547277822384,5.73856198294149,0.174628225554633
"114-123","Heavy",100,"carry-forward","drop-off",0.563750969422043,3.22662954888238,0.452069446765153
"114-124","Heavy",100,"carry-forward","drop-off",0.925491889450354,0.417739010958412,0.267857941301934
"114-125","Heavy",100,"carry-forward","drop-off",0.981944562649405,3.45638458510736,-0.016247750864575
"114-126","Heavy",100,"carry-forward","drop-off",1.21471071829859,1.5192212875761,0.0263503031277748
"114-127","Heavy",100,"carry-forward","drop-off",1.13807803756817,1.7441485068608,0.143900142568576
"114-128","Heavy",100,"carry-forward","drop-off",1.10503719761764,1.00629653309076,0.253245712409509
"114-129","Heavy",100,"carry-forward","drop-off",1.46143418781708,-3.01357884181034,0.28195429317392
"114-130","Heavy",100,"carry-forward","drop-off",0.946903673967751,1.77466526782017,0.264549185509635
"114-131","Heavy",100,"carry-forward","drop-off",1.01561851261168,0.163809639270852,0.472646509717707
"114-132","Heavy",100,"carry-forward","drop-off",1.23275354549609,-0.988012038800441,0.353368126277399
"114-133","Heavy",100,"carry-forward","drop-off",-0.0970806000025215,12.9937660538234,0.404551312891592
"114-134","Heavy",100,"carry-forward","drop-off",0.893007222819689,5.71732946265218,0.0282588922074298
"114-135","Heavy",100,"carry-forward","drop-off",1.42888394716685,-2.93106414781972,0.341493771309678
"114-136","Heavy",100,"carry-forward","drop-off",1.47086564836249,-2.36569413705896,0.0558452130961731
"114-137","Heavy",100,"carry-forward","drop-off",1.1022670243434,0.969862597133562,0.228480021017225
"114-138","Heavy",100,"carry-forward","drop-off",1.12361826394074,2.98379955194106,-0.0396287643742869
"114-139","Heavy",100,"carry-forward","drop-off",1.28563737303724,0.484595458544227,-0.101253381562455
"114-140","Heavy",100,"carry-forward","drop-off",1.14883952008224,0.567663264766623,0.244492025330598
"114-141","Heavy",100,"carry-forward","drop-off",1.07207889379879,2.07983104274564,0.319489378473374
"114-142","Heavy",100,"carry-forward","drop-off",1.10469604871775,1.09130688873823,0.51892841335046
"114-143","Heavy",100,"carry-forward","drop-off",1.12281332572755,-0.557326035284697,0.436353540059271
"114-144","Heavy",100,"carry-forward","drop-off",1.03927020944703,3.41949565677146,0.150587813385016
"114-145","Heavy",100,"carry-forward","drop-off",0.652420774891021,3.62188203502398,0.157271275891839
"114-146","Heavy",100,"carry-forward","drop-off",0.759735453211517,-0.657573395661387,0.670204638284975
"114-147","Heavy",100,"carry-forward","drop-off",0.960125051032535,1.48628571429401,0.366443466974144
"114-148","Heavy",100,"carry-forward","drop-off",0.730318695369445,2.62831693738688,0.360757560018893
"114-149","Heavy",100,"carry-forward","drop-off",1.02524311787464,-0.54327419503878,0.384876982970752
"114-150","Heavy",100,"carry-forward","drop-off",1.03801768333243,1.35445312255069,0.248156559993547
"114-151","Heavy",100,"carry-forward","drop-off",0.826233963001345,4.82450711561274,-0.0990481974552499
"114-152","Heavy",100,"carry-forward","drop-off",1.3967878209219,0.705024558454077,-0.00512902684759023
"114-153","Heavy",100,"carry-forward","drop-off",0.855507466730193,5.52043700648529,-0.0113574162166639
"114-154","Heavy",100,"carry-forward","drop-off",0.482036693106746,5.82348662641688,0.670317383389213
"114-155","Heavy",100,"carry-forward","drop-off",1.16865257343644,1.54274402408144,0.11909608970968
"114-156","Heavy",100,"carry-forward","drop-off",1.19116358848565,0.737028987149561,0.103558858607445
"114-157","Heavy",100,"carry-forward","drop-off",0.621523029313074,3.59740281566337,0.366180185362987
"114-158","Heavy",100,"carry-forward","drop-off",1.14425390693099,2.23915127146677,-0.295747211052119
"114-159","Heavy",100,"carry-forward","drop-off",0.95216409087484,1.21989037531297,0.334570586541184
"114-160","Heavy",100,"carry-forward","drop-off",1.10393598561171,1.47294644531801,0.134266565391483
"114-161","Heavy",100,"carry-forward","drop-off",1.09387839610455,-0.772254849535688,0.426633449100305
"114-162","Heavy",100,"carry-forward","drop-off",0.740973399837907,3.63701544091862,-0.0594667625003718
"114-163","Heavy",100,"carry-forward","drop-off",0.487255036402768,5.28896358466465,0.370007081457833
"114-164","Heavy",100,"carry-forward","drop-off",1.30668931981126,0.320306696849273,-0.0164074089436213
"114-165","Heavy",100,"carry-forward","drop-off",1.1850057088499,-1.43583409501949,0.385840858252711
"114-166","Heavy",100,"carry-forward","drop-off",0.339864774772244,8.82140146835841,0.155399939167402
"114-167","Heavy",100,"carry-forward","drop-off",0.907639739821717,1.54379302247582,0.46513845965498
"114-168","Heavy",100,"carry-forward","drop-off",1.05246678125314,3.20643328057685,-0.155705772325825
"114-169","Heavy",100,"carry-forward","drop-off",0.763341115701643,1.44348407141625,0.445610069469651
"114-170","Heavy",100,"carry-forward","drop-off",0.919709684703081,0.362994979985724,0.692483418292683
"114-171","Heavy",100,"carry-forward","drop-off",1.00747376483123,3.73595253292509,0.0252589022168512
"114-172","Heavy",100,"carry-forward","drop-off",1.13953414604457,0.901333667658892,0.028658598537367
"114-173","Heavy",100,"carry-forward","drop-off",1.18701143327748,0.111570297594837,0.0884091966295569
"114-174","Heavy",100,"carry-forward","drop-off",1.59081220291649,-1.85558289026476,-0.012915853695899
"114-175","Heavy",100,"carry-forward","drop-off",1.34563622656038,-5.72563510957275,0.342460998359668
"114-176","Heavy",100,"carry-forward","drop-off",0.978122808525065,1.09881095651478,0.563514636158358
"114-177","Heavy",100,"carry-forward","drop-off",0.709264864832822,3.71565261975276,0.354274598519215
"114-178","Heavy",100,"carry-forward","drop-off",0.573193664723519,4.23286105438646,0.402997907803854
"114-179","Heavy",100,"carry-forward","drop-off",1.01832279723411,2.54989356019208,0.298263362711393
"114-180","Heavy",100,"carry-forward","drop-off",1.0040950026239,2.36791180619158,0.102860396282809
"114-181","Heavy",100,"carry-forward","drop-off",0.411433405954059,4.82133529421098,0.485888265068485
"114-182","Heavy",100,"carry-forward","drop-off",1.18764666299747,1.04505497571107,0.320415708881501
"114-183","Heavy",100,"carry-forward","drop-off",1.03109286267626,2.39855703204975,0.107173252780592
"114-184","Heavy",100,"carry-forward","drop-off",1.01905992664634,0.487941225486225,0.470281395049128
"114-185","Heavy",100,"carry-forward","drop-off",1.09398943671011,1.174655195053,0.373099612409941
"114-186","Heavy",100,"carry-forward","drop-off",0.848343453721891,4.05932314472901,0.225022422448294
"114-187","Heavy",100,"carry-forward","drop-off",0.912386719705508,0.132311371828517,0.454228036991596
"114-188","Heavy",100,"carry-forward","drop-off",0.849736952054159,2.42325203407798,0.188829689552371
"114-189","Heavy",100,"carry-forward","drop-off",1.77158010719762,-6.21548097895786,-0.0165630093190117
"114-190","Heavy",100,"carry-forward","drop-off",1.12703435741823,-0.202353984515237,0.409436256150598
"114-191","Heavy",100,"carry-forward","drop-off",0.693937700382037,5.66779517652773,0.239825499884224
"114-192","Heavy",100,"carry-forward","drop-off",1.56970400650805,-4.46855440991951,0.063039516876694
"114-193","Heavy",100,"carry-forward","drop-off",1.14433858641651,0.505853081737086,0.244305132048449
"114-194","Heavy",100,"carry-forward","drop-off",1.07604581505934,0.468922759486352,0.178576368619966
"114-195","Heavy",100,"carry-forward","drop-off",1.03207233014666,5.11207568522997,-0.0269122155464703
"114-196","Heavy",100,"carry-forward","drop-off",0.980263034219005,4.58331355285716,-0.120781113996512
"114-197","Heavy",100,"carry-forward","drop-off",0.973062844792162,0.318722215791424,0.405783174077412
"114-198","Heavy",100,"carry-forward","drop-off",1.39089596359529,-0.188217776655481,-0.0449824960027035
"114-199","Heavy",100,"carry-forward","drop-off",0.945528388848436,0.155665034643407,0.374213208313076
"114-200","Heavy",100,"carry-forward","drop-off",1.19893206924152,-0.0826066096532154,0.0807716881141224
"115-1","Heavy",100,"carry-forward","drop-off",1.46228470999493,-0.844081844042904,0.209584198023555
"115-2","Heavy",100,"carry-forward","drop-off",1.02633627386361,1.33615330001782,0.209031082082793
"115-3","Heavy",100,"carry-forward","drop-off",0.517829645316828,3.40205093464876,0.147968586163021
"115-4","Heavy",100,"carry-forward","drop-off",1.04932357607273,1.83678995085023,0.0790643136678998
"115-5","Heavy",100,"carry-forward","drop-off",1.4424344787951,-1.51190878231321,-0.00613680431123927
"115-6","Heavy",100,"carry-forward","drop-off",0.845148556939478,1.10181698631195,0.37723967484934
"115-7","Heavy",100,"carry-forward","drop-off",0.622685624766454,3.32186733498885,0.459491172066818
"115-8","Heavy",100,"carry-forward","drop-off",0.501132333397937,4.44347620576217,0.517175943189034
"115-9","Heavy",100,"carry-forward","drop-off",0.79133237844803,2.22062628979803,0.503078967736298
"115-10","Heavy",100,"carry-forward","drop-off",0.87320062742445,2.01944674333249,0.373704613847444
"115-11","Heavy",100,"carry-forward","drop-off",0.921184233244397,3.52256713988986,0.159148871664902
"115-12","Heavy",100,"carry-forward","drop-off",1.60160094173309,-0.91639521624318,-0.221242443813174
"115-13","Heavy",100,"carry-forward","drop-off",0.691488861428608,4.95016852696367,0.348030100308926
"115-14","Heavy",100,"carry-forward","drop-off",0.505741566589107,3.86001574459919,0.76892351575228
"115-15","Heavy",100,"carry-forward","drop-off",1.01513106995217,0.703123499718278,0.139666550643275
"115-16","Heavy",100,"carry-forward","drop-off",1.42091210923704,-3.72414953103632,0.445048288837411
"115-17","Heavy",100,"carry-forward","drop-off",0.732916997577681,2.90695728793599,0.350514250303029
"115-18","Heavy",100,"carry-forward","drop-off",1.21638946788709,-0.0970096915216801,0.334049254299789
"115-19","Heavy",100,"carry-forward","drop-off",0.913651852735285,2.17004904828035,0.18043026382816
"115-20","Heavy",100,"carry-forward","drop-off",1.17261402412841,-0.764719781921621,0.293301215378945
"115-21","Heavy",100,"carry-forward","drop-off",0.876809840826119,3.41873542994636,0.249861946301765
"115-22","Heavy",100,"carry-forward","drop-off",0.929286803722094,1.81449450166033,0.365043723483175
"115-23","Heavy",100,"carry-forward","drop-off",0.829568403359596,0.795598335117339,0.721813584921384
"115-24","Heavy",100,"carry-forward","drop-off",1.239212389191,-0.155225105580862,-0.0772942153982163
"115-25","Heavy",100,"carry-forward","drop-off",1.07316622827536,0.835487696945349,0.115816772211599
"115-26","Heavy",100,"carry-forward","drop-off",1.02453440563108,3.87552435273809,0.0171904829914726
"115-27","Heavy",100,"carry-forward","drop-off",1.12337127828999,0.671448509278413,0.422350759691972
"115-28","Heavy",100,"carry-forward","drop-off",1.25831402935081,0.609867460975707,0.374230861177901
"115-29","Heavy",100,"carry-forward","drop-off",0.977679544035594,2.84549245854888,0.251723668554487
"115-30","Heavy",100,"carry-forward","drop-off",1.08001432411396,2.00986638802665,-0.0579950003364367
"115-31","Heavy",100,"carry-forward","drop-off",1.43102791737585,0.746863805131789,-0.175015066934061
"115-32","Heavy",100,"carry-forward","drop-off",1.57038594651878,-1.69800203023797,0.0796009860750611
"115-33","Heavy",100,"carry-forward","drop-off",1.24807760592899,-0.639775458647257,0.343412301335573
"115-34","Heavy",100,"carry-forward","drop-off",0.852498518462798,1.25740140377639,0.405718316743686
"115-35","Heavy",100,"carry-forward","drop-off",0.849316216700772,1.09879770042303,0.582041745208714
"115-36","Heavy",100,"carry-forward","drop-off",0.528372025462974,4.33377014725062,0.505801065586728
"115-37","Heavy",100,"carry-forward","drop-off",0.83102075037908,2.96359557535548,0.357508304259816
"115-38","Heavy",100,"carry-forward","drop-off",0.632337483736405,3.9783754525378,0.191606564675417
"115-39","Heavy",100,"carry-forward","drop-off",1.1814260850097,0.864207231726287,0.0719434357669541
"115-40","Heavy",100,"carry-forward","drop-off",0.531496321870399,4.24486038025239,0.159477028572437
"115-41","Heavy",100,"carry-forward","drop-off",1.15306539452738,2.34494707354638,-0.0288850627982225
"115-42","Heavy",100,"carry-forward","drop-off",0.696048055845376,2.93901253291252,0.297266779078733
"115-43","Heavy",100,"carry-forward","drop-off",1.12503940048319,-0.0809018231595582,0.266401941828055
"115-44","Heavy",100,"carry-forward","drop-off",1.2967488128042,-0.83761755953204,0.243549788901369
"115-45","Heavy",100,"carry-forward","drop-off",1.11834521668036,2.68565951316748,0.266126448149572
"115-46","Heavy",100,"carry-forward","drop-off",0.703499841699583,4.15387095577834,0.1202551883992
"115-47","Heavy",100,"carry-forward","drop-off",1.03221686998821,1.86168650012652,0.0321471717955076
"115-48","Heavy",100,"carry-forward","drop-off",1.50615787825045,-5.13175553032978,-0.0856715253981795
"115-49","Heavy",100,"carry-forward","drop-off",1.59451666888792,-2.94127071251252,0.154472357334376
"115-50","Heavy",100,"carry-forward","drop-off",1.15302627457178,0.87465986920227,0.159007440095513
"115-51","Heavy",100,"carry-forward","drop-off",0.355015272252721,3.68960533444023,0.386081484038744
"115-52","Heavy",100,"carry-forward","drop-off",0.408755972377861,5.92510140434849,0.40118255338723
"115-53","Heavy",100,"carry-forward","drop-off",1.05141228600432,0.0366521845311596,0.358396774356726
"115-54","Heavy",100,"carry-forward","drop-off",0.982697598218332,2.36008883401222,0.355473052754627
"115-55","Heavy",100,"carry-forward","drop-off",0.90489105674472,2.62581149309948,0.133391403422338
"115-56","Heavy",100,"carry-forward","drop-off",0.51056672722003,3.70779107940296,0.528945101485525
"115-57","Heavy",100,"carry-forward","drop-off",1.31838528568546,1.30227364160809,-0.29431697511277
"115-58","Heavy",100,"carry-forward","drop-off",0.823071986273563,3.32799003347423,0.246879028167377
"115-59","Heavy",100,"carry-forward","drop-off",0.776782429868094,4.80775846364477,-0.101882080646302
"115-60","Heavy",100,"carry-forward","drop-off",1.07141851745368,4.50934938383613,0.172947975250527
"115-61","Heavy",100,"carry-forward","drop-off",0.426358971349323,8.46321109280792,0.154419919889358
"115-62","Heavy",100,"carry-forward","drop-off",0.689263989905958,2.88942003687832,0.1300654846596
"115-63","Heavy",100,"carry-forward","drop-off",0.58292997116064,5.37164407360408,0.175041183943957
"115-64","Heavy",100,"carry-forward","drop-off",0.655675220984751,4.423421618454,0.336717663845814
"115-65","Heavy",100,"carry-forward","drop-off",0.756413664524994,2.17035942962085,0.546641181447885
"115-66","Heavy",100,"carry-forward","drop-off",1.32395478497728,-2.30888774661513,0.0946147344765415
"115-67","Heavy",100,"carry-forward","drop-off",0.687154951717915,5.90515074935071,0.322724513031961
"115-68","Heavy",100,"carry-forward","drop-off",0.713002098288035,3.31757341084468,0.453048800637448
"115-69","Heavy",100,"carry-forward","drop-off",0.402486037274895,7.57831273790704,0.42666471901203
"115-70","Heavy",100,"carry-forward","drop-off",0.782837572043178,4.0605258039516,0.258393804853593
"115-71","Heavy",100,"carry-forward","drop-off",0.81426505975915,3.95837040862526,0.234842037393291
"115-72","Heavy",100,"carry-forward","drop-off",0.196037254635197,7.05487359546042,0.761687517079053
"115-73","Heavy",100,"carry-forward","drop-off",0.750997169287687,2.81954353293336,0.39492946888925
"115-74","Heavy",100,"carry-forward","drop-off",0.95921010916459,3.28775750955062,0.0641108671885762
"115-75","Heavy",100,"carry-forward","drop-off",0.823468133322299,4.0145893965062,0.46115347168058
"115-76","Heavy",100,"carry-forward","drop-off",1.05439330218233,0.845564066044091,0.156878338165839
"115-77","Heavy",100,"carry-forward","drop-off",0.862220321774375,1.73952179742459,0.177785697343881
"115-78","Heavy",100,"carry-forward","drop-off",1.10802225390064,1.79843919170577,0.266172079682367
"115-79","Heavy",100,"carry-forward","drop-off",0.708125957869762,5.4836766147558,-0.0149194597864555
"115-80","Heavy",100,"carry-forward","drop-off",1.0504519041137,0.117132149633215,0.290968954567885
"115-81","Heavy",100,"carry-forward","drop-off",1.25548811603053,0.58721111187883,0.105423954546304
"115-82","Heavy",100,"carry-forward","drop-off",1.02634253977879,-1.17239295469147,0.690684271282139
"115-83","Heavy",100,"carry-forward","drop-off",0.909721141235898,2.03611450385857,0.325112142255067
"115-84","Heavy",100,"carry-forward","drop-off",0.557843727596149,4.34839120531121,0.199746979721355
"115-85","Heavy",100,"carry-forward","drop-off",0.693608497333101,3.77392946350628,0.151970703914925
"115-86","Heavy",100,"carry-forward","drop-off",0.210958387475025,8.80960748978183,0.615074823773617
