"sim","censoring","n","perc_censored","alpha_aq","beta_aq","gamma_aq","alpha_tr","beta_tr","gamma_tr","alpha_fc","beta_fc","gamma_fc"
"114-26","Heavy",100,0.75,0.848398786311238,0.129220807514346,0.503126337229279,1.14128732470523,-0.197388873288153,0.306526952332963,0.937702976206149,0.86489913766849,0.304194360902126
"114-27","Heavy",100,0.71,1.11132729350036,0.944738666542356,-0.0410709000537115,1.10115853989483,1.70653568644412,0.000795514595010295,1.0806303561271,1.07342986085848,-0.0504436211428085
"114-28","Heavy",100,0.68,0.972361596328833,0.567437830998411,0.145600068469911,0.924847967460765,2.67064342601357,0.0731455333191685,0.689962235228734,0.657258722961198,0.711621954178594
"114-29","Heavy",100,0.83,1.03861919414941,0.0679998563715885,-0.31168301091076,0.835599355821064,1.74606031278986,0.313200823253606,0.852641264597903,0.88141122431398,0.124480768237704
"114-30","Heavy",100,0.89,2.08516670061093,-0.162366183045021,-0.528784682839958,1.64832834007948,-1.34753342508657,0.00452840742255204,1.17992906922012,0.469316384035002,-0.185604157726479
"114-31","Heavy",100,0.82,1.0757997642202,0.958937134614364,0.163215375889946,1.12591578705516,0.851423609712888,0.208812595139244,0.965701941325083,0.532447491185501,0.474537539232869
"114-32","Heavy",100,0.76,1.42402786879364,-0.468798741458248,0.0232475651727863,1.52273014058579,-1.68829107604667,0.0400309005821952,0.920180085708352,0.506521702124026,0.319788680360921
"114-33","Heavy",100,0.77,1.25012209313652,-0.51253976940926,0.191575659563682,1.29736039187123,-1.10461893832105,-0.0197312143849231,1.07279900130278,0.62520622946071,0.22803259405078
"114-34","Heavy",100,0.79,1.02144513449656,0.0142082304787005,0.0275209518723967,0.632509414624972,3.03269883520879,0.315033145648178,1.02551133066186,0.326380661209106,0.551213008408182
"114-35","Heavy",100,0.81,1.14105298468063,-0.511373979572448,0.753183572141695,1.05937663786795,0.0768976554843487,0.670157125881522,1.07832884410529,0.20641871445792,0.201927579833819
"114-36","Heavy",100,0.87,0.70648690952968,0.122177364237439,0.350797038997927,0.820639539467408,2.30933262179957,0.111895378478266,1.01167474466415,0.129656757997321,0.35231013278322
"114-37","Heavy",100,0.74,1.44731815001667,0.110664454690227,-0.281661429615338,1.34379781039652,1.88452572107648,-0.307119303088571,1.01976514039926,0.409789863461192,0.25782272204605
"114-38","Heavy",100,0.72,1.19488783946877,-0.439408775260558,0.241040470055451,1.15840524448855,-0.160553184625541,0.19459940538553,0.979390645764755,0.187602687092242,0.0696461527928623
"114-39","Heavy",100,0.77,0.777748375641235,0.30211015590166,0.485196088299261,0.499524921639114,4.00610248823383,0.397627319581192,1.21342001766225,0.363624607562589,-0.0237149031169404
"114-40","Heavy",100,0.82,0.866233696413928,0.55960913074119,0.378636549680391,0.863341977363661,0.7512337209519,0.373142609883021,1.08649116641664,0.581004633778268,0.0310953592227494
"114-41","Heavy",100,0.77,0.962212851564493,-0.19794940278624,0.528448686581864,0.873028006382352,-0.113753898434424,0.554492426649322,0.778739636878555,1.24651145240092,0.25272090825213
"114-42","Heavy",100,0.77,0.947948965488274,0.0339924977945185,-0.472885316521974,0.777133478631832,2.41086131539166,-0.0952818625738703,0.882024766634624,0.721450449587287,0.412710131394946
"114-43","Heavy",100,0.82,1.17158365990508,0.0739965891138953,0.254647705543172,1.09089142444906,1.53385102400974,0.193433098776371,1.0529980434388,0.714141168208023,0.166891678817549
"114-44","Heavy",100,0.8,1.12119401688007,-0.00271510406128753,0.284121724996963,1.05038024773091,0.436877832934717,0.280938002609109,0.927043421775004,0.602282444715294,0.00229344311357507
"114-45","Heavy",100,0.8,0.836121994514387,0.325375118159608,0.78046798401158,0.799485362804313,1.27771951698787,0.752366026167391,0.832828150773,0.637461988096493,0.395176539715656
"114-46","Heavy",100,0.8,1.31641276979059,-0.0377643109845422,0.0792180133549388,1.31064175241642,-0.374486414386528,0.0362817039799201,1.05840231499619,0.604423166347382,0.23659145167103
"114-47","Heavy",100,0.79,1.212386848235,-0.396924065227152,0.372094193667405,1.23027242968169,-0.704238404319852,0.346972289842963,0.987950167625125,0.608065862529211,0.369205411933956
"114-48","Heavy",100,0.73,0.84265818259142,1.66778471261367,0.1410247683829,0.874732326962975,1.91486639119875,0.138340473229776,0.881103108931309,0.36684892071252,0.530069153286375
"114-49","Heavy",100,0.73,0.896687740037907,1.93113888672768,0.312775118159682,0.752425229499851,4.57721398611642,0.35934788366649,1.11107427347605,0.194011454212858,-0.028545116975359
"114-50","Heavy",100,0.7,1.17978423795744,0.142678074624894,0.419767158749851,1.07907359313905,1.11982278038405,0.415358800651795,0.985663968475943,0.567059511895177,0.410379876688857
"114-51","Heavy",100,0.78,0.919349573829035,0.783060574429898,0.086751545617487,0.738413568861341,2.7953197735309,0.275628706407715,0.700960887559196,0.617487251279713,0.789415416496285
"114-52","Heavy",100,0.86,1.23639410982831,0.00124331953674378,0.0514064172267497,0.839790195080741,3.82183727782301,0.144171438852102,0.9316470719063,0.49871843204665,0.639601335817294
"114-53","Heavy",100,0.79,1.10196244121059,0.0182024935384734,0.250678675675294,1.03929927338882,1.39869486126923,0.240207708332691,0.932045861537743,0.268732070021966,0.0854522576715966
"114-54","Heavy",100,0.75,0.786033509880094,2.13917142449532,0.282997044458249,0.760453580583432,3.16126588870487,0.323004188014033,0.903755702882073,0.662994845909432,0.190995296330175
"114-55","Heavy",100,0.78,1.22717906583026,-0.0374437873019868,0.292597235938142,1.06151509689237,0.789814013298879,0.33897397926795,1.28118631701117,0.717611097936563,-0.299516438723694
"114-56","Heavy",100,0.82,1.09889235273627,-0.220439278352032,0.418150047248059,1.30291248696924,-1.42564866508754,0.33259278615277,0.681227586667229,0.825315073138986,0.487774191088075
"114-57","Heavy",100,0.78,0.88614634363695,0.659523222931982,0.178081669015427,0.645775252669833,3.35294400195629,0.29048428849517,0.968119912533285,0.0308275718036145,0.309249984969018
"114-58","Heavy",100,0.7,1.07571225842914,-0.0501279073597638,0.202890548148534,1.08338695099855,-0.277785478317378,0.214267502547364,0.807522867992921,0.391132383599794,0.400593802404196
"114-59","Heavy",100,0.69,1.57787048641464,-0.015184376233789,-0.0718997029651912,1.47752346047368,-1.81722263986196,0.135896429147112,0.977193511188891,0.642547072388338,-0.0368110464123655
"114-60","Heavy",100,0.82,0.989014261326506,0.108817744634604,0.129998060673041,0.88836309390062,2.02895021548374,0.20891923539633,1.1832219167036,0.20882941880524,0.230386771266488
"114-61","Heavy",100,0.78,0.845182676771921,0.224219292443963,0.221643871816144,0.810453177676738,3.64493397547482,0.103137468138182,0.91474843708547,-0.202623353098186,0.547853182153552
"114-62","Heavy",100,0.76,0.628654203548114,2.09254992640784,0.498225326055305,0.64734040368482,2.75035092014989,0.516415086583739,1.13621402450056,0.0457810055081938,0.286303061074501
"114-63","Heavy",100,0.84,0.869860675479464,0.0192560193785066,0.633646456520923,0.854715807451178,1.34743431390139,0.554241945773486,1.29321972793331,0.480134430704771,-0.0712801108116413
"114-64","Heavy",100,0.81,1.05711355768031,0.615614402029713,0.237060111458486,0.937188730243241,2.16204114120961,0.205591193195506,1.10691910890431,0.43881894901985,0.252419114637575
"114-65","Heavy",100,0.73,0.863284696166919,0.157824120931572,-0.30006887581438,0.682874589527348,2.05505445493242,0.207526990058387,0.629382201566307,1.00002827220689,0.458761028487645
"114-66","Heavy",100,0.79,1.25320136307806,-0.0218039825525283,0.311688364734057,1.1660828240073,0.347098155161047,0.309934733124611,0.953578714358934,0.380455161241146,0.432567072092496
"114-67","Heavy",100,0.79,1.04296467955977,-0.000590322955965588,0.501231916886456,1.00058035032025,0.350420102924059,0.500824186097509,0.903938114818604,0.242142565229085,0.747724213665095
"114-68","Heavy",100,0.78,0.695702442918783,0.301681668254044,0.328553951839404,0.516074319112815,4.22131678354353,0.432752626008493,1.03691543326023,0.472011517756823,0.107395257356527
"114-69","Heavy",100,0.74,0.961266680625238,0.0539162912258546,0.295455910678751,0.788816358706002,2.37156400106776,0.376577463558675,1.08500389896265,0.806925394429145,-0.00303042671340758
"114-70","Heavy",100,0.8,1.02361008288942,-0.0119876749201972,0.337283350371321,0.884001382675484,1.06641244299466,0.328340761658074,0.978785357400468,0.312552998346962,0.351410484796049
"114-71","Heavy",100,0.79,0.865134126129401,0.453760150871439,0.0812217353721988,0.740775746637381,4.08109740034526,0.168990556908228,1.27849679346547,0.351976020469269,-0.136310172439706
"114-72","Heavy",100,0.83,1.07911390803333,0.000744832654906299,0.16863253154234,0.995085233229219,0.583391325583626,0.154508012388138,0.804325837071786,0.745293999554692,0.365401324734238
"114-73","Heavy",100,0.76,0.56648873018951,0.842850799863179,0.476906832925567,0.629104536236832,2.89284464520627,0.288271359495613,1.04507965400872,0.575332544839637,0.327505320836291
"114-74","Heavy",100,0.83,1.16882438195873,-0.101453686433603,0.368067762155598,1.22107705058816,-0.780224091168532,0.406682959569149,1.0732017992008,0.129903220162815,0.416276526175389
"114-75","Heavy",100,0.74,1.1640212868391,0.0317860930950143,0.113392909225441,1.11356956724004,1.16015791094834,0.0942056429336308,1.00927436301849,0.184711163955842,0.222694126019159
"114-76","Heavy",100,0.8,1.28205115102144,-0.044160036652422,0.199441879116024,1.33185952370674,-1.99051633024709,0.32482192045731,0.743022534116371,0.848008985923326,0.341032909318394
"114-77","Heavy",100,0.77,0.315404158841073,4.05828823313324,0.691454067045773,0.272951251743663,5.34178692864218,0.647866484715986,0.775688642225062,0.895925376944722,0.402621956140407
"114-78","Heavy",100,0.78,0.969366890302845,0.379653216088851,0.376388853258998,1.13163473754876,-0.244012116852121,0.306564430150292,1.21313025906251,0.219242551391569,0.177395733737188
"114-79","Heavy",100,0.73,0.741127437089018,1.78861054425818,0.518645453866134,0.739401995449703,2.46056180965209,0.500313185194175,1.10680760222304,0.43790739085793,0.2299484432043
"114-80","Heavy",100,0.83,1.12867376652241,0.0356451340512195,-0.0600408140697414,0.765355410809768,2.81003750573675,0.37673894308138,0.849738612191448,1.3097922476481,0.382140326898095
"114-81","Heavy",100,0.79,1.41088153070835,-0.12180435947803,-0.13597736835334,1.13372214087599,-0.87419551738636,0.219373245594129,0.968704837822062,0.10004605458085,0.235761000280423
"114-82","Heavy",100,0.71,1.28838725703992,1.18015786854228,-0.0541648231382128,1.25474775184272,1.73267404302771,-0.0193644054953413,0.976459307605845,0.730498157908717,0.35448982932319
"114-83","Heavy",100,0.81,0.803147668738103,0.661789821711883,0.49787729291102,1.07627049852087,2.33630992835337,0.0923629533429193,0.970190229042626,0.654648389893795,0.133043912003537
"114-84","Heavy",100,0.75,1.01139656708723,0.716448172161558,0.308231163857847,0.961344909752026,1.64670309555717,0.318618202943551,1.19611421963012,0.432696533633779,0.00534693746949659
"114-85","Heavy",100,0.78,1.19443999645869,-0.379147513027046,0.160171577208255,1.20522314846953,-0.555054744354433,0.143644476472125,0.962164065452961,0.650833568984248,0.279736234955018
"114-86","Heavy",100,0.84,1.3506230371402,0.0195360827294189,0.028811476755184,1.35991163227533,0.403313256459842,0.00100383278797649,0.92422217527526,0.0840214141204274,0.300597819545334
"114-87","Heavy",100,0.81,1.49474013050936,-0.0132191562523384,-0.302632122893979,1.51500335434111,-0.407552331727749,-0.320532967414304,0.582687999656703,0.841996190437566,0.542462247344013
"114-88","Heavy",100,0.73,1.10672054990144,-0.334999196387739,0.435356765024154,1.05321765073093,-0.397107312822832,0.440574378781627,1.17423666523337,0.186535744319806,0.140463743908568
"114-89","Heavy",100,0.75,0.352123357402115,2.59487846534386,0.822992363939916,0.403319686861943,4.70348033858986,0.59590473352848,1.06047745079175,0.798540949228963,0.0166017833131101
"114-90","Heavy",100,0.73,1.23748417321016,-0.406880021307772,0.104384813492534,1.16123357659897,0.217733181988958,0.120760042270523,1.29490790409993,0.410569340286466,0.0813513798787392
"114-91","Heavy",100,0.82,0.71923869602221,0.0757348444174166,0.477385486166981,0.699570827688892,1.36566638374675,0.333788777552941,0.907501161868226,1.14335183113386,0.205206545898534
"114-92","Heavy",100,0.81,1.5746600859304,-1.46519835616398,0.210656666824106,1.63181534012718,-2.40925268328176,0.178508761491279,0.856300387022968,1.00391922058181,0.263854973827624
"114-93","Heavy",100,0.79,0.184687943784617,0.00856765240447251,1.1798279542422,0.249032476524448,3.71322195770476,0.750811622758484,1.13914769539608,0.564813845361219,-0.0847395031430023
"114-94","Heavy",100,0.77,0.836388662771811,0.161600764883628,0.63464709760098,1.23124414136494,-0.951410528457511,0.399770725772299,0.853710666546156,0.646669633285749,0.62746495924701
"114-95","Heavy",100,0.66,0.819522312313302,0.32711580595971,0.471579346016936,0.685576724620965,4.005228279199,0.280043067809688,1.08641758338823,0.549088358203679,0.374316670932221
"114-96","Heavy",100,0.75,1.10534035331336,1.69317442017372,-0.210200786873601,0.895443650529444,5.37331013296031,-0.0975276493152927,0.980281767343043,0.290957140132672,0.249500813875592
"114-97","Heavy",100,0.82,1.06255041831202,0.00031681488599055,0.330326814462872,1.13752525267322,0.626519000406706,0.217874326731713,0.755918883327441,0.756233086203626,0.113157739654439
"114-98","Heavy",100,0.74,1.05659521925765,-0.117268998078118,0.397477582102737,1.03965933829403,-0.5773323642309,0.363779468474125,0.990134125774308,0.893122006434213,0.329221834269955
"114-99","Heavy",100,0.7,0.904188225775343,1.58960017437289,0.430077595173776,0.848632128162143,2.69660903898104,0.462234059689812,0.952431446269353,0.340737086765381,0.440902500899115
"114-100","Heavy",100,0.82,1.103959572942,0.018155346622736,0.252646718919001,1.16586169201666,-0.0706905570640709,0.214980163423175,0.829885934075786,0.715396342335527,0.48772467309919
"114-101","Heavy",100,0.77,0.676377112286011,1.41042261316298,0.661305438558302,0.701710902179252,3.18997144884283,0.424639997081867,NA,NA,NA
"114-102","Heavy",100,0.8,1.0827775422488,0.00899030185440491,0.515568166174113,1.00385801953676,0.880240093986752,0.512815110545728,NA,NA,NA
"114-103","Heavy",100,0.78,0.744884681481922,0.546888398071645,0.305494367026174,0.565042166940178,4.98096301095821,0.189087242188031,NA,NA,NA
"114-104","Heavy",100,0.8,1.28841395146303,-0.142038355145786,0.169499655968907,1.26078972844872,-0.120771268008919,0.176693543563633,NA,NA,NA
"114-105","Heavy",100,0.86,0.0807968645919025,0.0126445654302274,0.972428341947818,0.422927496020881,4.17294444974336,0.159963915463525,NA,NA,NA
"114-106","Heavy",100,0.82,1.19602571820624,0.0322172827575387,-0.07532327287489,1.03113100090021,1.58555508089749,-0.0738291792585728,NA,NA,NA
"114-107","Heavy",100,0.73,1.10364843774589,-0.0330855949879956,0.0364794540128223,1.07923634871063,0.0970467818240517,-0.020783609504858,NA,NA,NA
"114-108","Heavy",100,0.79,0.882902375715116,0.332956933648428,0.278882122654578,0.592108388019222,3.35956240707344,0.145088661160704,NA,NA,NA
"114-109","Heavy",100,0.71,1.09405547265891,1.11370478107572,-0.0443217800927472,1.08615278445562,1.49223989763043,-0.0110130405012034,NA,NA,NA
"114-110","Heavy",100,0.77,0.825107351168413,1.93384749216547,0.206654361493759,0.934583715727625,2.26756991569574,0.0866839254904086,NA,NA,NA
"114-111","Heavy",100,0.71,1.16058392516404,0.0881809050046563,-0.0582239939102565,0.967485255382144,1.4651683892752,0.136271726653128,NA,NA,NA
"114-112","Heavy",100,0.78,1.08616803065537,0.351002855907054,0.259099545224352,1.01405959228922,1.43873121605343,0.283947988638817,NA,NA,NA
"114-113","Heavy",100,0.81,1.28361325344008,0.0154426662529889,-0.251503687677079,1.25006794842666,0.47219126023152,-0.203983062969027,NA,NA,NA
"114-114","Heavy",100,0.8,1.24150200524869,0.0181568415404429,0.120933952763931,1.26362669401395,-0.00220571000277997,0.130542550010114,NA,NA,NA
"114-115","Heavy",100,0.86,1.15622841151591,0.00165863788461499,0.299778147120811,1.05659899257819,1.46170424877689,0.195083624345745,NA,NA,NA
"114-116","Heavy",100,0.75,1.30263527489095,0.110072581081247,-0.102602974718792,1.30161696677419,0.219517120616133,-0.110880220853155,NA,NA,NA
"114-117","Heavy",100,0.78,1.39222741947648,-0.0303525119491034,0.27011778323136,1.35284711087769,0.00529493777175546,0.294139558800549,NA,NA,NA
"114-118","Heavy",100,0.79,1.0247725680385,0.186127267662404,0.165413767215144,0.941106273787216,2.10202429488089,0.162638472486738,NA,NA,NA
"114-119","Heavy",100,0.81,1.02302331160469,0.0569710019919017,0.320148893591837,1.06764848398118,1.09489820862664,0.215009192899392,NA,NA,NA
"114-120","Heavy",100,0.81,0.948266588328708,0.00166198531767862,-0.188124442279643,0.658620118179063,3.44258111169564,0.0200830320571245,NA,NA,NA
"114-121","Heavy",100,0.84,0.820376333564293,0.339131789205105,0.408554270390349,0.862608236166801,2.67856812588058,0.245366709763483,NA,NA,NA
"114-122","Heavy",100,0.77,0.603034647645806,3.0859037634657,0.0905162299534142,0.472286355968522,5.98439808079428,0.202535694568226,NA,NA,NA
"114-123","Heavy",100,0.73,0.619103023975214,0.683133096693165,0.531194661711511,0.642622847506962,2.1465082262044,0.406750646411336,NA,NA,NA
"114-124","Heavy",100,0.8,0.893289531809239,0.135062869942075,0.304945559061553,0.931707747479576,0.318267740596024,0.262426150809344,NA,NA,NA
"114-125","Heavy",100,0.8,1.05726480278394,0.503893572536604,0.112022541009792,0.995850472563094,2.70861093121436,-0.0738917439627005,NA,NA,NA
"114-126","Heavy",100,0.8,1.21980873318318,1.03511148456812,0.0692328593162235,1.22251035304861,1.61336063663875,-0.00306340262357983,NA,NA,NA
"114-127","Heavy",100,0.74,1.12192152895214,1.3419293190213,0.158996527697069,1.14724700052947,1.7710127527902,0.134289579631464,NA,NA,NA
"114-128","Heavy",100,0.79,1.17392296785523,0.104419564490574,0.246033296657462,1.09716956978284,0.887254570080078,0.255540534832336,NA,NA,NA
"114-129","Heavy",100,0.81,1.36799374128924,-0.00665009211124093,0.195490122958036,1.3259992608022,-0.688495428001343,0.330401223202903,NA,NA,NA
"114-130","Heavy",100,0.79,1.09626226213731,-0.00160785960768663,0.228333664591672,0.97691820772359,0.730521030589266,0.25214812808967,NA,NA,NA
"114-131","Heavy",100,0.83,0.823558192646914,0.0184108422538847,0.487323102607589,0.83801227827675,1.54159561495303,0.474184037343007,NA,NA,NA
"114-132","Heavy",100,0.78,1.12481272147486,0.0227940654325836,0.362936301447231,1.19437606020173,-0.519019408411717,0.357125687228146,NA,NA,NA
"114-133","Heavy",100,0.79,0.199927822691017,0.762172847486061,0.697121332407997,0.185291774679421,6.85180604060454,0.35139851964229,NA,NA,NA
"114-134","Heavy",100,0.84,1.26690044229771,0.628674184026904,-0.359268812161252,0.911478127491035,4.34353470623813,0.117134512966942,NA,NA,NA
"114-135","Heavy",100,0.81,1.56117212890577,-1.38854318707051,0.204348520301697,1.54702258703599,-3.33069303368049,0.357395381459528,NA,NA,NA
"114-136","Heavy",100,0.81,1.18801764526994,0.00668677287335406,0.118141738742696,1.41222981802995,-1.82319410866002,0.102741793099026,NA,NA,NA
"114-137","Heavy",100,0.78,0.813156283929105,0.273706887526355,0.463263832762077,1.09054712222553,0.878261210196292,0.222879905958271,NA,NA,NA
"114-138","Heavy",100,0.82,0.997196140445538,0.0224343416063387,0.00101982808855253,0.921742751419151,3.40444299086794,-0.0500088497145207,NA,NA,NA
"114-139","Heavy",100,0.73,1.27039542760164,0.181574924941935,-0.138669930421538,1.29047929561426,0.329460880680827,-0.0969967984383346,NA,NA,NA
"114-140","Heavy",100,0.82,1.1060961585572,0.113062984695787,0.198064157717136,1.12855276941579,0.664879930234205,0.246011294702071,NA,NA,NA
"114-141","Heavy",100,0.84,0.797435785039492,0.10571807807753,0.711788499384104,1.05058425761151,1.79559448126675,0.291080801798802,NA,NA,NA
"114-142","Heavy",100,0.8,1.07710605188422,0.0505173134095227,0.510585706096811,1.03296458162294,1.30266893308014,0.518999068008379,NA,NA,NA
"114-143","Heavy",100,0.8,0.966428523255187,0.205159719060492,0.406977490757386,0.95983516442081,0.832430175462506,0.433774915287612,NA,NA,NA
"114-144","Heavy",100,0.76,1.11065469445474,0.166516595174028,-0.077878366223141,0.928358907119296,3.01353224000165,0.175518950460109,NA,NA,NA
"114-145","Heavy",100,0.78,0.826451454966363,0.808036897315419,0.11955854924351,0.68441093777491,2.7868087169905,0.166073161115195,NA,NA,NA
"114-146","Heavy",100,0.76,0.806603568414738,-0.676557051127093,0.630944164239272,0.759406246477383,-0.717265500746005,0.694325645049973,NA,NA,NA
"114-147","Heavy",100,0.83,0.531042995004393,0.0421560045790567,0.807817783544928,0.937258438488183,1.12358391829255,0.358906794535104,NA,NA,NA
"114-148","Heavy",100,0.82,0.690538187075694,0.236503237717444,0.345824867948445,0.670244068951293,2.45491268545334,0.361291113424517,NA,NA,NA
"114-149","Heavy",100,0.84,0.91970693085595,0.0491442184273559,0.175573266326111,1.05638153488099,-0.635434143050813,0.380195890471122,NA,NA,NA
"114-150","Heavy",100,0.72,1.03840165533215,0.44703567797736,0.250827811998002,1.03762046156909,1.21403685684752,0.247804657256821,NA,NA,NA
"114-151","Heavy",100,0.77,1.13406959483303,0.228995595191711,-0.253819310631735,0.85869321259808,2.6734863838242,-0.0714942557214585,NA,NA,NA
"114-152","Heavy",100,0.77,1.7505312640037,-0.00135572851792159,-0.294971810073149,1.50720529722462,-0.498708983546197,-0.0152087117876792,NA,NA,NA
"114-153","Heavy",100,0.79,1.03801254206961,0.415753829703909,-0.234484699015206,0.669141078306326,3.84468790917341,0.0460355822787184,NA,NA,NA
"114-154","Heavy",100,0.73,0.744671592143941,0.280213622955002,0.311103361945372,0.418681337913696,3.13148773916757,0.709976993435577,NA,NA,NA
"114-155","Heavy",100,0.79,1.26471175872706,0.0122902680845919,0.107156670206412,1.2239707321748,0.443428988511581,0.138250387197745,NA,NA,NA
"114-156","Heavy",100,0.8,1.29172680060279,-0.067132343443754,0.154929519692476,1.23046552075912,0.234314724998965,0.107456299347042,NA,NA,NA
"114-157","Heavy",100,0.77,0.740015607936567,0.521861926992884,0.460607564510509,0.630782027921342,2.50924862922352,0.303036416634832,NA,NA,NA
"114-158","Heavy",100,0.82,1.11317618228752,0.862584712295725,-0.423835782819398,1.11184935488333,2.16825230891291,-0.281947305689771,NA,NA,NA
"114-159","Heavy",100,0.8,1.16736786000119,-6.08453754287631e-05,0.312944990448043,1.1681255413669,-1.6513680010681,0.324822013663779,NA,NA,NA
"114-160","Heavy",100,0.72,1.12973844706069,0.940604016921044,0.145272153487694,1.11125768595596,1.47452546360238,0.123499126575509,NA,NA,NA
"114-161","Heavy",100,0.78,0.977401488136632,0.154491833136198,0.362302745689684,1.1051650919981,-0.754891543768497,0.417311465260902,NA,NA,NA
"114-162","Heavy",100,0.77,0.910621711962328,1.15786050912708,-0.248036270777258,0.693893376438798,3.72834112107697,-0.00704901141405096,NA,NA,NA
"114-163","Heavy",100,0.81,0.529690196395394,0.332799400268284,0.588100250645217,0.492447737850714,4.0058783397009,0.351455552946225,NA,NA,NA
"114-164","Heavy",100,0.77,1.35702760357092,-0.0211837254681338,-0.000165089410056542,1.36121402977733,-0.20422212903259,-0.0153752851923453,NA,NA,NA
"114-165","Heavy",100,0.88,1.12585122982023,-0.523930503632651,0.503623039986143,1.18654119453336,-1.34663966670002,0.370114186982332,NA,NA,NA
